"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:13:48","","","","","",""
"from Hadjantonakis lab (https://www.nature.com/articles/ncomms13463), postprocessed in https://www.sciencedirect.com/science/article/pii/S0006349518312578","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Population","DCGNeighborCount","Nanog-ebLogCor","Gata6-ebLogCor"
96,56.12708,93.95044999999999,45.275,"PRE",17.,-0.041659777494683,4.9208322543055
96,97.31701999999999,115.64124,45.223,"TE",8.,-0.330348587797271,3.81770920291038
96,31.928209999999996,115.94303,45.48,"TE",10.,4.57437923477447,3.7012280390739
96,55.70809,120.37319,47.598,"TE",10.,-0.78838035800123,3.20654016991863
96,79.21548,115.83169,47.955,"TE",8.,-0.18076686138779,3.04849925137476
96,53.501799999999996,50.37842,47.564,"TE",6.,-1.44174462502115,3.30062582677374
96,21.161338999999998,77.35493,47.049,"EPI",11.,8.23009768530855,3.38294298659747
96,111.74726999999999,65.44740999999999,51.243,"TE",9.,-0.683709763551657,2.60029982950317
96,14.629489999999999,98.55641,49.155,"EPI",9.,8.84007836804166,2.52249324493017
96,41.34523,72.59075,50.81,"PRE",11.,0.192157129575003,5.08529428286367
96,127.99118999999999,79.73995,53.118,"TE",9.,-1.02040241769265,1.90566298654409
96,41.54154,102.23063,50.154,"PRE",13.,0.0523813866949103,5.81260182950679
96,115.71741999999999,111.50407999999999,55.133,"TE",7.,0.480338457880417,2.38413571575146
96,62.65512,105.17527999999999,57.175,"TE",10.,-3.10287104721172,2.74521731497614
96,83.57531999999999,64.51859999999999,59.24,"TE",6.,-0.221887065695904,2.17151502975833
96,98.17258,68.86086,58.632,"TE",5.,-0.873181349887913,2.1556648943809
96,116.10417999999999,79.90109999999999,61.407,"TE",8.,-0.0354562097079505,1.80897770134009
96,93.11247,107.4724,60.419,"TE",7.,0.241784463570517,2.63625499138018
96,53.35823,76.80408999999999,62.257,"TE",6.,-0.0129882644849086,3.73548198696349
96,74.88494,102.17496,62.422,"TE",6.,-0.148797218331328,2.13097724092472
96,42.259389999999996,102.18082,61.233,"TE",7.,-2.66939294454632,4.52003750459379
96,41.21630999999999,91.5039,63.837,"PRE",10.,-0.0594959878438557,4.93772296557858
96,114.83256,98.00556999999999,65.898,"TE",6.,-2.1710747215463,2.17540117553175
96,68.60594999999999,79.66963,68.186,"TE",6.,0.0764716545804456,2.4467672638124
96,96.1919,89.28002999999998,69.379,"TE",7.,-1.21757531589151,2.43764426895088
97,51.16073,57.832339999999995,5.802,"TE",10.,0.648902762396907,2.24160664142223
97,70.28483999999999,52.373749999999994,6.2449,"TE",8.,0.49090793999913,2.25866883456078
97,39.02759999999999,71.38651999999999,5.8818,"TE",12.,0.835273640611377,2.27944576765129
97,68.78175,67.95255999999999,8.1383,"TE",10.,0.227102197584597,2.47803430984444
97,108.62974999999999,59.37938,10.361,"TE",8.,0.323746170230167,2.45858990265945
97,80.92952999999999,72.20399,9.7697,"TE",7.,0.185552863003343,2.28026668324694
97,30.814809999999998,54.01162,12.187,"TE",11.,2.93892374660827,2.38833614111179
97,90.00667,61.58566999999999,11.599,"TE",9.,0.421686274830787,2.47865487488448
97,23.980878,65.79901,12.151,"EPI",11.,6.34158208577906,2.98606614504485
97,116.81324,72.23329,13.619,"TE",6.,1.98794392335737,2.15642807423931
97,101.33990999999999,74.21983,11.799,"TE",6.,0.424482036904183,2.29294663358587
97,42.21544,88.40102999999999,12.672,"TE",8.,0.23476715175654,3.14452811113278
97,111.03527999999999,46.405339999999995,15.276,"TE",6.,0.449438894244268,2.71785271037313
97,46.962039999999995,51.07869,14.193,"PRE",12.,0.314968061759509,5.1998500182223
97,46.162150000000004,73.37306,12.833,"PRE",13.,0.0816487071843919,5.35200220989236
97,89.84552,46.701269999999994,15.721,"TE",8.,0.765015007820621,3.17937185176087
97,65.95723,82.03121,14.299,"TE",9.,0.202845233175258,2.80660232239802
97,94.05886,82.76371,15.41,"TE",8.,0.464453796486274,2.67598354038564
97,52.77223,86.97118999999999,14.383,"TE",9.,0.212863382991828,2.96618233976749
97,27.050053,89.658,18.179,"TE",11.,5.3457357786006,2.28127897912512
97,58.06088,34.401129999999995,17.528,"TE",9.,-1.64455332120177,0.743223564539962
97,29.61058,79.17446,16.809,"EPI",10.,6.94783977226826,2.86880647833166
97,32.74568,70.78294,18.968,"EPI",13.,6.76112860760871,2.85408200926725
97,45.927749999999996,37.723749999999995,20.422,"TE",9.,-0.21149829329811,1.87610556971109
97,126.55256,54.981449999999995,18.577,"TE",8.,0.38895597926044,2.01276267918251
97,42.46742,83.66028999999999,19.351,"PRE",13.,1.43511496276364,5.06137455590424
97,41.14305999999999,51.74673,18.752,"PRE",10.,0.420106842149693,5.94728125799978
97,114.39599,84.42501999999999,24.129,"TE",10.,-0.925706807065632,1.34097606009098
97,73.86237,39.18875,22.848,"TE",8.,0.0260260431258685,2.81085267124168
97,24.132652,46.25591,22.473,"TE",10.,2.47782430247078,2.33272970159177
97,112.58232,38.36542,24.998,"TE",7.,-0.0194850384166494,2.41136080115237
97,24.482494,53.818239999999996,22.77,"EPI",10.,6.93624043439308,2.67073004780178
97,35.775299999999994,59.87748,21.617,"EPI",16.,7.27240816773605,2.6936501276107
97,11.703299,62.710789999999996,24.877,"PRE",10.,1.37818962380991,6.19839661818647
97,20.894416,76.05108,24.034,"EPI",13.,6.92289473473812,3.18661724203116
97,77.70652999999999,85.86950999999999,23.716,"TE",9.,0.060196245409248,2.98684029357892
97,45.15716,77.39009,26.672,"PRE",14.,0.876945732303587,5.7398682337109
97,91.72658,92.93666999999999,26.445,"TE",7.,1.20135607960941,2.74394980263926
97,50.308099999999996,96.10692999999999,25.362,"TE",9.,-1.03209707365978,2.52803819598733
97,100.81250999999999,37.41903,27.18,"TE",9.,0.174255445017948,3.1880311510132
97,39.00416,38.98072,27.169,"PRE",10.,0.879496248329431,6.25511931189035
97,133.83361,68.91653,29.547,"TE",10.,-0.778420290960732,1.66967456246392
97,23.619902,86.58149999999999,26.218,"EPI",9.,7.9150987887225,3.13275297935603
97,62.924679999999995,94.15261999999998,29.159,"TE",10.,-0.203605226298915,2.77145654853304
97,86.02773,36.42283,30.373,"TE",6.,0.213547840298834,3.61965402924045
97,51.6852,62.974489999999996,31.518,"PRE",18.,-0.30697271697904,5.83949775151597
97,45.84278,47.430839999999996,31.448,"PRE",13.,0.0645610310382971,6.06177841773931
97,20.966200999999998,64.48344,30.09,"EPI",13.,7.17966996235336,2.7819363686755
97,37.83216,100.47556,31.846,"TE",12.,2.04852895662911,2.91333235351867
97,7.259954,70.08267,35.734,"TE",9.,4.58297411829303,2.24479971927028
97,36.04486,80.70978,28.885,"EPI",12.,7.99729114041765,2.39676791782375
97,13.337653,85.31867,34.946,"TE",11.,6.84562941749408,2.9943161194482
97,59.95659,35.16293,34.814,"TE",11.,0.0935932747463157,2.48127178684217
97,16.267653,53.30842,35.908,"EPI",12.,7.65374133254494,2.83718402571429
97,31.714319999999997,69.28278,32.6,"EPI",14.,7.09222274064265,2.36807660969893
97,35.64637999999999,89.90998,35.182,"DP",14.,4.09877409674181,6.24786424846861
97,130.77761999999998,44.61511,36.086,"TE",7.,0.0431384721389065,2.35066546713272
97,30.167279999999998,51.74379999999999,35.846,"EPI",15.,7.96309529735185,2.83431860374336
97,15.757247,73.47854,36.05,"EPI",11.,8.34255548555632,2.94181562626015
97,43.25266,94.24344999999998,37.381,"PRE",12.,1.33715523746809,5.46752859748572
97,139.47972,54.035059999999994,37.167,"TE",7.,1.18642590555651,2.2701260713236
97,27.36327,79.99193,37.708,"EPI",13.,8.76986219100196,2.99602121947896
97,139.21016,80.57793,39.516,"TE",8.,0.383054929583445,1.98708055846315
97,75.74636,94.07351,38.632,"TE",7.,0.352024643027301,2.24028809327289
97,71.58576,34.46559,41.56,"TE",9.,0.0280808168595499,3.36372436070473
97,118.52143,40.527759999999994,38.918,"TE",7.,-0.303569171327914,1.11551151923183
97,22.254229,88.90791999999999,38.892,"EPI",8.,8.89682148777733,3.28093034859728
97,109.0546,93.39667999999999,41.249,"TE",6.,0.372948813459276,1.53995580698804
97,33.47818,40.12049,43.911,"TE",13.,0.140641899825999,3.95101720176048
97,24.685543,57.89973,40.887,"EPI",10.,8.69624294516912,2.72746210392477
97,49.631269999999994,41.286629999999995,41.667,"PRE",9.,-0.267360842218018,5.61658695753092
97,93.20623,97.12364,42.249,"TE",6.,0.525430067379347,2.01533682051159
97,88.33071,36.40818,41.353,"TE",10.,0.152282890475116,2.63001661890443
97,121.73271,86.24161999999998,44.285,"TE",7.,-0.442823181242197,1.47778099746258
97,38.39179,59.229949999999995,43.516,"EPI",14.,8.02149184909678,2.59152520002034
97,105.94294,42.43519,47.089,"TE",8.,-1.17668707590411,1.42105492167401
97,43.35228,44.64733999999999,43.89,"PRE",11.,-0.315901264791705,6.56290464638353
97,14.61484,64.77058,44.211,"EPI",11.,7.99090406662904,2.5790546847
97,39.07448,99.25375,47.282,"TE",10.,0.821677839714913,3.16053482025093
97,135.94027999999997,50.63625999999999,46.275,"TE",6.,-0.0290609704870759,1.6794383677496
97,39.86265,80.65410999999999,48.329,"PRE",18.,2.40362311517721,6.22122347376977
97,138.10848,65.68767,47.94,"TE",8.,0.14023633155869,1.23118324741846
97,19.251565,82.48535999999999,48.336,"DP",12.,5.56603089755598,6.8926188148635
97,26.316088,94.14675999999999,50.916,"TE",10.,3.04419159323326,4.66768402753762
97,63.80954,99.71961999999999,49.598,"TE",9.,0.119842030427826,2.33390447450763
97,122.25717999999999,47.008919999999996,52.347,"TE",11.,-0.50731895359679,1.37783202069862
97,26.924063,46.28228,52.871,"TE",11.,3.87076753284412,1.82939063948588
97,28.314934,66.86552999999999,50.572,"EPI",12.,8.77228274935045,2.42030370643744
97,114.40771,82.96294999999999,52.676,"TE",9.,0.0416165733788691,1.31879561239172
97,51.77603,97.87957999999999,52.227,"TE",10.,0.369324239857863,2.33405884805674
97,27.280936999999998,54.64742999999999,50.575,"EPI",14.,7.802862488731,2.2097607270949
97,44.09063999999999,62.025169999999996,54.071,"PRE",15.,3.88320656921772,5.37521397664552
97,36.13276,84.04411999999999,48.409,"PRE",14.,2.00382742074398,6.3976792703133
97,51.652969999999996,42.05136,52.14,"TE",11.,-0.694799119839174,3.16413147989522
97,61.477259999999994,43.32884,54.914,"TE",10.,-2.77513485542749,1.76557700134883
97,27.361511999999998,77.30511999999999,53.558,"DP",12.,5.6823825595225,6.56767599297957
97,93.43769999999999,42.52016,56.348,"TE",8.,-0.27126230725053,1.8993353261038
97,77.18791999999999,43.61598,56.586,"TE",8.,-0.186562221541378,2.70735903517806
97,44.33383,51.521119999999996,54.929,"PRE",12.,0.169059925685461,6.05991934136968
97,33.67742,68.39498999999999,56.817,"EPI",10.,7.24499849355107,3.42152064169377
97,131.31088,76.81581,51.696,"TE",7.,0.179104460459637,2.1964572087128
97,91.83206,80.52519,59.195,"TE",10.,0.0376314158030624,1.57633229046121
97,100.59861999999998,53.161919999999995,60.452,"TE",9.,-2.1261533907619,1.20320480444503
97,139.56468999999998,58.57655999999999,57.868,"TE",8.,-0.132347211601798,0.885196796859058
97,19.777206999999997,64.87312999999999,58.17,"TE",12.,5.84242264213007,1.5591320865894
97,74.43957999999999,81.64151999999999,60.032,"TE",9.,-0.514290774457207,1.75434716532536
97,44.0379,84.71216,59.202,"PRE",12.,-2.27263710886085,6.04356583468885
97,134.43719,71.16676999999999,60.051,"TE",8.,1.46180574456034,2.08680096796242
97,69.34431,54.07901,63.342,"TE",7.,-1.78748303451712,2.51669695963376
97,82.12497,56.15930999999999,63.011,"TE",11.,0.353026265733042,2.207062073395
97,37.404379999999996,72.96285999999999,61.493,"PRE",12.,2.51133533761255,5.65371167101136
97,71.09938,71.27517999999999,64.511,"TE",8.,-1.65049146135098,2.74701790411221
97,40.45744,91.84964,63.844,"TE",10.,0.588729858277064,3.43770618183702
97,59.88041,90.9179,62.013,"TE",8.,0.127428512046831,2.15186471181084
97,27.153774999999996,82.71097,66.264,"TE",11.,0.644180651563087,3.14478506237056
97,56.28237,52.59057,67.629,"TE",10.,0.943889897765719,1.60082656527176
97,121.63601999999999,68.02288,68.192,"TE",7.,-1.21912620829319,1.61768670129052
97,115.14899999999999,56.669129999999996,68.351,"TE",8.,1.38425850540672,1.40389949793591
97,91.20210999999999,67.81778,68.268,"TE",8.,-0.440574846700098,1.43720301219513
97,53.50766,84.27266,68.867,"TE",10.,-1.14002500051975,1.14814924230906
97,38.037259999999996,53.99111,69.047,"TE",11.,1.12760178052639,2.41939562879776
97,105.54446,72.67278999999999,70.336,"TE",6.,0.0621705617893635,1.93838217474486
97,63.56634999999999,68.17231,70.841,"TE",9.,-0.908697912897885,2.35668662195433
97,49.730889999999995,69.02201,72.137,"TE",8.,2.28579226547995,1.99199098103663
98,79.30924,60.53379999999999,6.9031,"TE",6.,-0.743888670050975,2.37578648330974
98,55.92198,73.86237,8.7104,"TE",14.,0.815714872465202,4.16849932995123
98,84.5598,84.55686999999999,8.1548,"TE",11.,-0.998358867809065,2.10256481640721
98,69.59921999999999,89.19213,7.6022,"TE",9.,0.0132570487727058,2.64854389740351
98,61.817139999999995,100.35543,9.417,"TE",10.,0.116165670527555,3.5347326546713
98,47.92308,79.3444,10.574,"EPI",12.,6.19608464744843,2.66694645764365
98,63.88865,90.78018999999999,11.679,"PRE",11.,1.13282765520456,5.44117774759614
98,44.664919999999995,95.95164,9.988,"TE",13.,3.40410768537319,2.24655595473014
98,37.852669999999996,79.87180000000001,12.553,"EPI",10.,6.20102733923243,2.734666977285
98,65.86346999999999,69.81017999999999,16.244,"TE",12.,-0.164945859511624,2.26026311905545
98,38.227709999999995,67.45446,15.551,"DP",11.,6.21498786371814,3.86793497996658
98,96.39699999999999,69.42635,16.274,"TE",8.,-0.533855016843208,1.61808910430936
98,110.73056,81.18444,16.619,"TE",8.,0.0129924837288729,1.92484153808142
98,77.38423,95.27188,17.53,"TE",10.,-0.55618562677067,2.44690540794226
98,106.10116,98.01142999999999,16.113,"TE",6.,-0.0264435381956722,1.69247047199192
98,89.1599,50.50148,18.179,"TE",6.,-1.15243087410274,1.76711894596591
98,28.487803999999997,83.92399,18.651,"DP",9.,5.51612699714474,3.95344085579555
98,67.23764,83.14460999999999,18.898,"PRE",15.,0.29484716727615,4.64856885907982
98,47.07630999999999,87.46342999999999,18.462,"EPI",12.,6.80629661769283,2.42292858978958
98,58.01107,94.34307,19.227,"PRE",11.,0.650974723808803,5.30575740249185
98,63.80661,56.31459999999999,21.205,"TE",13.,-0.662332091448091,1.85557792885302
98,47.91136,64.9874,21.164,"DP",14.,7.26369671856379,3.61120529255507
98,71.00562,102.06948,21.036,"TE",9.,0.737968079151903,2.87433659792272
98,86.46136999999999,103.46123,22.131,"TE",11.,-0.0193481484848821,1.85183124897422
98,28.16316,69.90687,22.401,"PRE",9.,3.50525937495135,6.29610970304023
98,21.248067,77.22308,24.807,"TE",11.,0.472544508978386,2.62357298553118
98,42.17442,91.09369999999998,21.6,"EPI",11.,6.69596667288824,2.93023823182724
98,55.79013,59.20944,24.761,"PRE",13.,1.46452673597583,5.70890188642006
98,46.296929999999996,51.09041,24.55,"TE",10.,2.10871008651065,2.87279231396648
98,28.279774,58.491589999999995,26.047,"TE",11.,0.0591745876190886,3.22954033501393
98,40.98484,78.86094999999999,23.295,"EPI",16.,6.73965138405375,2.42632388701
98,92.54991,85.89588,22.592,"TE",13.,0.105382747893242,0.749596679358837
98,36.36716,102.23356,25.382,"TE",11.,4.21185475670273,3.14212929839195
98,50.598169999999996,99.39146,23.873,"DP",11.,4.03142493298243,5.91150337401415
98,57.60379999999999,70.97925,21.921,"PRE",13.,1.34538423161697,5.54369610085291
98,60.32576999999999,109.91601999999999,28.449,"TE",16.,-0.422938079277271,2.7283475590375
98,59.63721999999999,67.92912,25.744,"PRE",10.,0.144756531696886,5.32912397345201
98,31.529729999999997,92.82825999999999,29.699,"EPI",10.,7.37962183129223,3.06968359159528
98,38.432809999999996,65.21887,26.505,"EPI",10.,6.33907966965887,2.88951098162128
98,31.872539999999997,85.30694999999999,26.277,"EPI",9.,7.18307624442395,2.67557289305483
98,63.80661,93.85961999999999,28.677,"PRE",13.,1.56537998406103,5.27719222350867
98,77.25531,105.77886,28.239,"TE",10.,-0.455205281228446,2.47211976063465
98,106.25938000000001,108.54477999999999,28.72,"TE",7.,-1.45729322217262,1.48902185457129
98,58.32165,49.812929999999994,31.686,"TE",9.,0.13681374078296,2.38002866193212
98,64.72663,75.98661999999999,28.555,"PRE",11.,0.171754894274835,5.09158222897611
98,98.62086999999998,53.90907,30.391,"TE",7.,-1.24450859109956,0.905214141276675
98,118.79977999999998,67.32847,31.631,"TE",9.,0.0596572843272738,2.15380066602847
98,51.82583999999999,76.20636999999999,29.614,"EPI",16.,7.51681752258472,3.08950503152599
98,41.56791,58.910579999999996,28.944,"DP",13.,7.72512587324101,3.6268313825759
98,114.66261999999999,100.27046,34.16,"TE",9.,0.396596872296902,2.43974717371813
98,101.61825999999999,68.2397,34.168,"TE",12.,0.348388622119436,1.17548195614771
98,47.74142,104.75043,33.901,"PRE",8.,3.64030971490111,6.20004372547936
98,47.92015,66.19749,33.054,"DP",14.,4.40883303364504,6.33840830585695
98,37.9435,78.93127,34.582,"EPI",15.,7.6775135313986,2.32864751298787
98,46.935669999999995,93.49043999999999,33.509,"EPI",18.,7.61688453972074,2.7214632061191
98,28.463777999999998,72.03112,33.534,"EPI",11.,7.50642815512266,3.07644525781244
98,118.45697,84.39278999999999,37.156,"TE",11.,0.513918251996524,1.81621056399926
98,45.198179999999994,45.86915,39.04,"TE",9.,0.0527736023340486,1.77749952193963
98,90.53993,110.39067999999999,38.107,"TE",10.,-1.18997904779773,2.40125940328463
98,78.04348,47.71212,37.857,"TE",9.,-1.99897666121742,1.85235778086266
98,102.60274,53.481289999999994,40.353,"TE",9.,-1.19175876137677,1.64942169747659
98,65.04893,64.5479,38.939,"PRE",18.,-0.890700167542942,4.92461006642993
98,78.05227,111.94358,40.54,"TE",11.,-1.88218235636615,2.54597533689826
98,59.48192999999999,96.11278999999999,40.229,"PRE",19.,-0.50137173042337,5.82217525178978
98,63.38469,46.25591,42.8,"TE",9.,-1.5805040974484,1.86527621842138
98,36.17085,67.02082,38.052,"EPI",11.,8.22839807081144,2.58464782357087
98,26.338355999999997,68.36569,40.33,"EPI",8.,6.53543080954099,2.7109157959239
98,57.48367,69.51424999999999,38.196,"PRE",12.,0.945694008171628,5.52870843485266
98,101.964,109.98926999999999,40.324,"TE",9.,-0.737593720380597,2.34888956642447
98,37.68273,55.65534999999999,41.545,"EPI",10.,8.03414787567998,2.63651643673731
98,69.07182,110.16799999999999,42.411,"TE",9.,-0.550658628898352,1.77186661423102
98,123.65185999999999,89.44117999999999,43.003,"TE",7.,-0.162759653642784,2.05791130880897
98,35.16293,94.12917999999999,41.417,"EPI",11.,8.309971381466,2.64673548089847
98,51.503539999999994,54.70603,42.801,"PRE",13.,1.39901836127549,6.57996913381457
98,41.69976,100.28510999999999,43.822,"DP",10.,5.32686046399749,6.45805857815366
98,46.28228,77.66551,42.255,"EPI",14.,7.79873330560876,1.9335427142953
98,55.251009999999994,113.0394,46.235,"TE",11.,1.84170928232247,2.90291387491332
98,46.02444,62.36212,40.92,"DP",10.,7.89759300284768,3.94225320354293
98,124.27009,81.70598,47.215,"TE",7.,-0.0458246657630204,1.08293884473615
98,51.761379999999996,104.21717,44.661,"PRE",10.,0.728669988608958,6.04130544751358
98,111.70331999999999,104.6889,45.778,"TE",8.,-0.958250011911313,2.22462245335867
98,87.66266999999999,52.30342999999999,49.382,"TE",10.,0.0757137418023248,3.13751341307539
98,42.52016,85.93397,45.549,"EPI",14.,8.87309170750018,2.39400604996452
98,77.66257999999999,54.59762,52.299,"TE",9.,-0.998574846690112,2.88083490535753
98,62.46759999999999,105.25146000000001,47.419,"PRE",8.,2.33957778164602,5.9351741298009
98,56.18275,76.52281,51.781,"PRE",15.,1.39488913764534,5.64845761888071
98,109.93066999999999,92.01078999999999,54.46,"TE",11.,-1.84441831288208,1.22845662069945
98,49.57853,64.00291999999999,52.137,"DP",13.,3.87011875731418,4.54364905308536
98,89.99202,61.474329999999995,56.939,"TE",10.,-0.0199000554050475,1.96649947315439
98,119.90732,65.84003,54.652,"TE",8.,0.857509032965678,1.69072601721125
