"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:13:48","","","","","",""
"from Hadjantonakis lab (https://www.nature.com/articles/ncomms13463), postprocessed in https://www.sciencedirect.com/science/article/pii/S0006349518312578","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Population","DCGNeighborCount","Nanog-ebLogCor","Gata6-ebLogCor"
92,104.23768,106.91863000000001,27.851,"TE",7.,3.07463017512249,4.2624406990899
92,49.32069,115.19588,29.332,"TE",9.,0.697904783970025,4.15534204154073
92,62.57015,92.09868999999999,27.232,"PRE",10.,2.46872003022199,3.97134193974218
92,67.42223,110.84776,29.536,"DP",10.,4.29394141483672,4.82719565166467
92,118.96092999999999,59.361799999999995,32.019,"TE",4.,4.0003260819639,4.23858764457472
92,40.88229,58.936949999999996,30.832,"TE",8.,4.66649460656858,4.02084844604597
92,32.14796,95.85202,31.308,"TE",7.,4.37362196706912,3.5988663461226
92,43.557379999999995,87.06494999999998,32.788,"DP",10.,4.73668645240403,5.00728741815765
92,61.59153,84.63891,35.014,"EPI",10.,3.92794461602301,3.66450568348852
92,85.82849,33.736019999999996,38.272,"TE",4.,3.06041228657019,3.87371419474453
92,81.21081,121.12619999999998,36.184,"TE",6.,0.825387129911167,3.7937729697392
92,39.74251999999999,73.37012999999999,37.852,"EPI",11.,7.43337402562489,2.32811449004219
92,50.32567999999999,46.247119999999995,40.373,"TE",7.,1.13012958317678,3.25656219769365
92,103.69856,116.04851,40.632,"TE",3.,4.99133371861375,3.76331372788164
92,67.70351,35.61708,42.147,"TE",5.,1.06793303973557,3.4175771324826
92,125.87866,67.82657,44.506,"TE",2.,2.66756365587593,4.07404911843525
92,36.217729999999996,59.60791999999999,45.477,"TE",6.,1.9026803480861,3.16791676638691
92,35.57899,102.52363,45.596,"TE",5.,0.681747313246371,2.86919045467424
92,54.7324,119.73444999999998,49.484,"TE",4.,2.22651227794209,3.59391036900163
92,30.064729999999997,80.43728999999999,48.52,"TE",8.,3.2769478918133,3.55380705177622
92,40.334379999999996,62.03395999999999,63.595,"TE",5.,1.69377931543774,3.5395548471228
92,36.72462,79.35318999999998,67.066,"TE",3.,1.44588632846313,3.74178309338439
92,96.58158999999999,48.82259,72.296,"TE",0.,2.40796778909093,4.1253800227917
92,99.87198,111.86153999999999,73.705,"TE",1.,2.21148397992968,4.00201094865282
92,106.57289,92.79896000000001,81.239,"TE",1.,3.39615654372092,3.75045073552887
92,64.24904,92.95424999999999,87.64,"TE",1.,2.79270541925436,3.72133877340489
92,78.78769999999999,76.80994999999999,89.035,"TE",1.,2.25161623919526,4.38132686460314
93,70.22624,66.94757,4.4849,"TE",9.,0.785221009039839,3.8275473342379
93,46.068389999999994,75.38010999999999,3.3831,"TE",9.,0.974340947643895,3.47543311694912
93,66.60769,81.9228,5.1955,"EPI",10.,5.03780174672277,2.92266258990198
93,80.64239,90.57802,6.885,"TE",8.,1.7630587717108,4.22018389500805
93,53.28791,89.91877,6.8691,"EPI",8.,5.07784604125578,3.20256394129991
93,86.79246,66.87432,7.5353,"TE",7.,-0.328511815626723,3.35990018021287
93,58.11948,106.30918999999999,10.129,"TE",9.,2.63310588519312,3.95124797486625
93,70.12662,45.91309999999999,12.703,"TE",9.,1.35494588939601,3.47110745021711
93,49.0482,57.65654,10.774,"EPI",13.,5.01719774228728,2.78509035391532
93,33.29066,83.31748,13.83,"TE",12.,0.912911983597021,3.67807435421929
93,62.15409,64.83797,11.45,"PRE",12.,3.40793912649631,4.50161114601666
93,83.74819,107.65992,15.172,"TE",7.,-0.0892798308380007,3.93663754415387
93,51.497679999999995,81.87299,15.502,"PRE",14.,3.44757090783045,4.72143356307682
93,70.11197,85.76696,15.206,"EPI",14.,4.74837098252412,2.43121664675189
93,64.94051999999999,100.80664999999999,16.823,"DP",11.,4.34265922043876,4.71124322061163
93,46.38483,102.05775999999999,16.579,"PRE",12.,2.59864748071171,5.01938852361526
93,32.11866,61.96363999999999,18.153,"PRE",10.,2.02471994916115,5.01198924201288
93,27.109531999999998,53.95595,19.819,"TE",6.,-0.155591095191221,3.23456682642706
93,88.02013000000001,46.00393,19.688,"TE",4.,1.85691593217055,3.96258476353561
93,41.11375999999999,70.85619,21.16,"DP",14.,4.22516730750171,4.82233372175816
93,103.45244,97.67448,20.956,"TE",3.,0.963206339617033,4.34279336976436
93,38.62619,41.5767,23.525,"TE",8.,0.636530527726207,3.86999249897869
93,65.48257,49.20349,20.922,"EPI",10.,4.68023595324013,1.88488406445932
93,76.12433,36.38474,23.769,"TE",5.,0.0303669935671458,3.65853437457779
93,51.872719999999994,43.317119999999996,25.24,"EPI",10.,5.3205163155466,2.45989728109901
93,56.1974,57.27857,25.191,"PRE",11.,0.310089204979258,5.38384910749261
93,48.84309999999999,80.87092999999999,24.042,"EPI",10.,5.37601065222647,2.27675917055528
93,36.4785,105.20457999999999,25.533,"DP",11.,5.37647034660984,4.75473408606804
93,65.57047,107.87088,24.726,"EPI",10.,6.69474060906687,3.00479070114996
93,21.781912999999996,78.26908999999999,28.361,"TE",10.,0.975821885749592,4.07848987161161
93,54.295829999999995,116.83375,28.102,"TE",9.,1.76699417534548,4.01112857292659
93,35.22739,52.822039999999994,29.867,"DP",11.,4.23100571218188,4.94419170529967
93,31.474059999999998,90.00374,27.718,"PRE",13.,2.28457954537693,4.82702607249446
93,61.002599999999994,31.72311,31.024,"TE",9.,0.532247485718954,3.90930108749134
93,57.088119999999996,74.25498999999999,30.702,"PRE",13.,0.468281808313015,4.75852536366591
93,47.486509999999996,89.73418,29.395,"EPI",14.,5.79785176982912,3.04591605255665
93,87.6949,119.57623,31.817,"TE",4.,0.528580760049004,3.22393195258568
93,36.32614,72.00768,30.613,"PRE",15.,1.89808069467628,5.35994101637991
93,53.81531,97.02108999999999,33.096,"PRE",15.,2.22104517368796,5.43751036480442
93,26.920254,103.73372,37.606,"TE",10.,0.229532453204957,3.32274428410192
93,42.59634,102.75509999999998,37.206,"DP",11.,4.31472768286796,5.1480314963367
93,22.914944,84.21113,40.008,"PRE",9.,3.52596261958614,4.67812748127909
93,56.73651999999999,123.06585999999999,42.128,"TE",7.,0.301479033344591,3.87037379457527
93,38.05484,58.03158,40.366,"DP",11.,4.73979934980443,4.99415399655914
93,23.397807999999998,58.936949999999996,43.087,"TE",12.,-0.274487312875983,3.31312185372504
93,37.14654,81.19909,41.509,"DP",12.,3.87776660061361,4.96312574059233
93,39.82455999999999,43.0417,42.505,"EPI",9.,6.12742987305354,3.42099889636457
93,119.78133,70.7595,45.092,"TE",0.,0.414125473169189,5.14771203498942
93,47.78244,114.93803999999999,40.971,"EPI",9.,6.27520670484715,3.35301378399458
93,38.907469999999996,69.2652,43.637,"DP",8.,5.7833698673316,3.69734278294995
93,45.94826,32.64606,47.969,"TE",5.,-0.0933940032060865,3.7101466347604
93,74.39563,127.00964,48.292,"TE",2.,-0.575667689065158,4.46170253666789
93,78.94299,27.250172,50.916,"TE",2.,2.15539690072117,4.17809038306895
93,36.20308,112.27174,49.188,"TE",9.,2.82966887866049,3.93067906219136
93,34.717569999999995,94.11746000000001,47.243,"DP",11.,4.76312065881541,4.41092213953894
93,25.099258999999996,83.34384999999999,54.115,"TE",8.,2.18728031790391,3.05219904712296
93,44.36605999999999,118.04969999999999,59.592,"TE",6.,0.800327462728911,3.35726803408904
93,40.64789,44.09943,60.198,"TE",6.,1.76692937750748,3.03404350311686
93,28.102802,68.6206,62.175,"TE",7.,0.679725988458492,2.89566942655665
93,30.266899999999996,98.74978999999999,63.363,"TE",5.,0.420729231617292,3.29873374076656
93,36.671879999999994,59.736839999999994,73.271,"TE",2.,0.693472902874742,2.97859943128342
93,73.87995,38.230639999999994,78.678,"TE",0.,-0.456795584415837,3.09582672036176
93,66.93292,108.48031999999999,82.584,"TE",0.,-0.0382844796022637,3.27828641231132
93,97.05039,70.78587,85.449,"TE",0.,0.892485952276167,3.77503677820246
94,71.40409999999999,54.39545,4.6149,"TE",9.,1.99050954675762,3.97274928984744
94,46.53133,63.44329,5.9382,"TE",8.,1.8413047271658,3.93993921239339
94,64.51274,88.27210999999998,8.4338,"TE",8.,2.18847835853152,4.29007961306102
94,61.74388999999999,70.09146,9.365,"DP",10.,5.87640536972479,4.17117736598982
94,57.08226,38.68479,12.012,"TE",6.,2.82135613196202,3.65065845185972
94,49.036480000000005,49.83344,15.255,"DP",11.,5.66428886666212,4.69410371853597
94,45.409139999999994,72.27430999999999,15.437,"DP",10.,5.42922209932037,3.69234142026786
94,86.16251,55.980579999999996,17.615,"DP",7.,6.38027284978522,5.07006684506685
94,27.053862,70.05923,19.242,"TE",7.,-1.37836447243647,2.91193331297921
94,90.77726,82.67581,16.914,"TE",7.,2.97784254278002,4.62627162841367
94,48.65850999999999,85.02566999999999,15.5,"DP",10.,4.92421714555666,3.93518111022745
94,75.98075999999999,63.343669999999996,19.937,"PRE",11.,3.21637399559487,5.60500306733876
94,75.16328999999999,93.22967,21.206,"DP",6.,6.91768517817265,4.65305853321862
94,54.12588999999999,100.29683,22.672,"TE",7.,1.20397363233025,4.84184378797264
94,100.33784999999999,63.52533,23.14,"TE",5.,0.574207306951056,4.28245634152336
94,59.10982,29.83619,23.704,"TE",7.,0.351016820501157,4.45952989515079
94,75.77273,31.67916,23.948,"TE",6.,0.283261811507246,4.51899761115688
94,89.5115,40.39883999999999,24.008,"TE",7.,2.55021643006325,4.22976056671198
94,59.675309999999996,84.20233999999999,24.498,"DP",13.,5.50080729513568,5.53624468608789
94,60.23787,45.49704,25.229,"PRE",13.,2.6939966539086,5.80789071959199
94,56.23842,61.102219999999996,25.329,"PRE",12.,3.6324007431006,5.33847994167718
94,79.25649999999999,79.87180000000001,27.444,"DP",9.,6.537961195381,5.24465828054013
94,41.899,90.91497,31.896,"DP",9.,7.23792469749781,4.35339449022982
94,80.67755,104.06481,31.086,"TE",5.,2.58626074807663,4.14495824460062
94,39.13601,60.09137,34.828,"DP",9.,7.89464208208902,3.43263729914672
94,36.67774,45.505829999999996,34.236,"DP",8.,6.42484127975646,4.39947701976481
94,37.81751,32.59332,36.575,"TE",6.,0.34208766145053,4.17239591651128
94,52.347379999999994,27.673849999999998,36.902,"TE",6.,-0.0561100333983076,4.17270810913409
94,43.55152,104.71234,37.064,"TE",6.,3.33588605904593,4.29180344786714
94,42.44105,73.3086,36.084,"DP",9.,4.17069195623911,4.0958537651892
94,100.44626,35.64637999999999,42.63,"TE",1.,0.100135010591302,4.77802142262785
94,111.82344999999998,81.69718999999999,44.603,"TE",0.,4.76252486160831,4.73546689963073
94,28.021933999999998,78.1138,42.757,"TE",6.,0.173994783390023,3.72880978448881
94,25.74298,51.075759999999995,46.395,"TE",6.,1.04719198387822,4.19816865741405
94,35.0721,98.90214999999999,50.662,"TE",3.,0.408223751446984,4.63990394170754
94,61.869879999999995,118.62398,53.702,"TE",1.,3.93238065890923,4.58761591020525
94,67.61268,22.955670999999995,54.439,"TE",2.,0.749803257916339,3.84221831206469
94,107.62768999999999,57.52469,71.551,"TE",1.,0.596198776667834,3.47279766755621
94,38.38886,46.84191,71.713,"TE",1.,-0.0526670353333207,2.10210977650167
94,86.08926,28.999088999999998,75.783,"TE",2.,1.0796857178227,3.38046407043336
94,95.78169999999999,94.62727999999998,79.813,"TE",0.,0.454584132471194,4.3062906320965
94,51.814119999999996,92.86341999999999,81.868,"TE",0.,0.810461004212415,4.82816584778352
94,93.24432,51.861,83.569,"TE",2.,1.72102207142558,4.30172396721615
94,60.72132,63.633739999999996,85.748,"TE",0.,2.58592041248023,5.01278071783569
95,37.805789999999995,76.50816,4.2219,"TE",8.,-0.124790499698689,2.47145326603965
95,68.51512,76.13018999999998,4.4781,"TE",8.,-0.602664932639735,2.66446591275643
95,124.7008,82.78128999999998,7.1825,"TE",6.,0.426315971103914,2.68375430925561
95,103.95053999999999,93.90357,6.2105,"TE",7.,0.796086946412049,3.69012263448967
95,93.47872,104.53360999999998,7.3896,"TE",5.,0.860301224851992,3.51997150316287
95,96.30617,71.04957,8.9584,"TE",6.,0.740166641457551,2.78185302566696
95,85.79625999999999,79.11585999999998,7.326,"TE",5.,-0.0101246582109342,2.55232642185748
95,55.17483,101.39265,9.2901,"TE",10.,0.371853596523337,3.10902153921593
95,35.05452,106.79849999999999,9.0888,"TE",7.,-0.591239436661905,1.66381485900401
95,18.36817,70.44013,10.839,"TE",8.,4.6474482180854,2.36893045340101
95,122.94573,69.734,13.788,"TE",7.,0.600753570620946,2.18538023506236
95,47.68282,79.42643999999999,10.464,"TE",11.,1.05978838746383,4.89396181995054
95,59.98588999999999,88.96651999999999,10.281,"PRE",9.,0.719902260214303,4.97487553405666
95,77.61569999999999,108.33089,10.844,"TE",9.,0.120732965442071,2.59679829921894
95,15.647078999999998,93.79808999999999,15.539,"TE",10.,5.11561950774089,2.01250337167308
95,31.518009999999997,91.39549,15.096,"PRE",14.,3.15628725281335,4.95236310869226
95,48.89583999999999,60.96158,14.882,"PRE",12.,1.10937710889723,5.51898202275788
95,141.02676,84.21406,15.63,"TE",8.,1.47802137078495,2.33105960427093
95,128.26368,104.36659999999999,14.955,"TE",8.,0.809554195959993,2.16640248886844
95,28.118330999999998,71.49786,14.656,"EPI",9.,6.78757400432259,2.85052363377426
95,109.47358999999999,110.11233,16.649,"TE",8.,1.14970309899175,3.93447567798851
95,71.95200999999999,50.56594,15.895,"TE",7.,0.0714357945086785,2.79470081855341
95,104.02085999999998,55.20705999999999,17.517,"TE",6.,1.12195930590928,3.12656750924235
95,60.4459,56.60467,19.299,"PRE",10.,1.39008135814148,5.54488364649764
95,143.46452,95.50335,16.842,"TE",6.,2.62197603379335,2.44932979175105
95,87.66266999999999,50.37255999999999,18.034,"TE",6.,0.632935365093109,3.18179864842009
95,11.714139999999999,79.21840999999999,17.141,"EPI",12.,6.65062001792445,2.98996736664605
95,95.09315,113.51992,17.835,"TE",9.,0.997840999463191,3.84750129175833
95,47.91721999999999,115.7643,18.848,"TE",11.,-1.03318127041954,2.28923262248263
95,49.124379999999995,95.51507,19.846,"PRE",13.,1.35000953882624,5.20196947135293
95,39.220980000000004,69.98304999999999,21.234,"PRE",12.,1.65321719151751,5.68948948910729
95,30.92322,104.78851999999999,21.848,"PRE",12.,2.48849164965181,4.53139471356412
95,60.809219999999996,104.32557999999999,19.639,"PRE",10.,1.83190612743177,5.28853677047746
95,62.13944,116.13347999999999,22.894,"TE",9.,0.5109044906528,3.99080860878975
95,84.63891,118.46575999999999,24.269,"TE",9.,0.546658873203109,3.15861175117339
95,46.853629999999995,45.17767,26.01,"TE",10.,0.276803708962839,2.93284365341847
95,29.909439999999996,54.896480000000004,23.397,"EPI",12.,6.3897924695384,3.0478469308603
95,19.344738999999997,67.97013999999999,23.284,"EPI",12.,7.45066483187516,2.77399498398345
95,130.01874999999998,114.14986999999999,24.813,"TE",7.,1.13598004799193,3.12005473912088
95,108.44223,118.67085999999999,27.912,"TE",6.,0.259092861824474,3.05831843678996
95,26.010196,79.98314,27.666,"EPI",12.,7.33946026034729,2.85012893190826
95,21.880067999999998,94.60383999999999,25.441,"EPI",10.,7.51080373514559,3.10519879560548
95,130.63111999999998,63.04187999999999,27.621,"TE",8.,1.37640840679552,2.19431971932603
95,139.02264,72.36220999999999,28.503,"TE",9.,-0.179218572912492,1.84543528414052
95,35.08968,93.28533999999999,28.2,"PRE",15.,1.25035636515101,5.3416513979171
95,144.28199,91.23727,26.143,"TE",8.,0.844457045197861,3.09225176130339
95,62.06033,39.6722,31.286,"TE",7.,0.225432963218866,3.89937866684389
95,40.65961,60.42832,30.457,"PRE",15.,3.46058198715896,5.37178229931214
95,61.62083,111.05872,31.182,"PRE",11.,0.618891481481278,5.71309212434921
95,11.032036,86.28556999999999,29.23,"EPI",11.,6.82645407973546,2.97338320277603
95,14.820233,96.23877999999999,27.33,"EPI",9.,7.3400414969177,3.06546061988173
95,46.32916,106.79264,30.883,"PRE",14.,1.60829817233814,5.17804505179499
95,72.39151,120.90644999999999,30.372,"TE",10.,-0.317482992207978,3.29774870115381
95,56.59880999999999,50.606959999999994,33.33,"PRE",9.,0.989859204416319,6.06626560334793
95,8.02234,61.51534999999999,34.352,"TE",10.,2.33330057695547,1.94532083889823
95,21.179505,57.87336,35.826,"EPI",10.,7.19477347393922,3.31364875487465
95,49.37636,81.454,34.245,"PRE",16.,0.0117183684714273,5.3192028646981
95,106.92742,47.75607,31.614,"TE",6.,-0.224428199335103,3.43990095911275
95,44.638549999999995,53.5897,33.991,"PRE",12.,0.448993611222411,4.99285605801928
95,25.86897,100.84767,35.601,"DP",13.,4.04042685140709,5.81425957619367
95,31.14297,111.62421,35.879,"PRE",12.,1.17850723688351,5.1919908617386
95,7.201353999999999,100.95022,36.951,"TE",11.,1.76473614960385,2.62950422296434
95,53.34944,113.63126,33.377,"PRE",8.,-5.87899652969331,5.33132140521973
95,89.62576999999999,118.82615,36.503,"TE",7.,0.969279389069495,3.79286826070045
95,33.656909999999996,77.49849999999999,37.059,"EPI",15.,7.54620126935272,2.99122664542811
95,131.35775999999998,107.8826,34.745,"TE",10.,0.257322833580897,2.38191063481335
95,47.750209999999996,122.48278999999998,39.311,"TE",11.,-0.15234089766832,3.45173549271253
95,93.44941999999999,47.60078,40.824,"TE",8.,0.69496470676018,2.96246895246001
95,18.189147,70.49579999999999,36.87,"EPI",12.,7.6847649602446,2.80743880294642
95,137.90923999999998,84.48361999999999,37.012,"TE",9.,-0.487451632407976,2.40827001398783
95,35.86027,47.37517,42.066,"TE",10.,0.672406609840968,2.38715254882753
95,18.746139999999997,83.05085,40.869,"EPI",14.,7.57705091791322,2.86162541298545
95,110.77158,111.92893,39.822,"TE",10.,-0.0676860611714103,2.11917305223452
95,55.81357,114.16744999999999,40.727,"PRE",11.,0.331903793212453,5.63927719698006
95,47.09682,46.47566,42.63,"TE",10.,0.354984919179559,3.18457384579043
95,129.12509999999997,67.25815,41.498,"TE",9.,-0.0352637959193531,2.08422784905458
95,5.5359419999999995,89.55545,43.772,"PRE",10.,3.54565395888329,4.56684834176078
95,21.262717,103.24734,44.19,"PRE",10.,2.38084715630148,6.14377722963811
95,23.059686,58.32165,48.261,"DP",7.,4.79689035313933,4.54243147114629
95,136.16002999999998,86.77194999999999,46.616,"TE",8.,0.130606039005431,2.35190427130582
95,48.86946999999999,89.94514,45.256,"PRE",14.,-0.386473273544173,4.86508895252137
95,115.58556999999999,103.19166999999999,46.22,"TE",6.,-0.0178336492927196,3.12967370691653
95,29.38497,113.58731,46.676,"TE",8.,0.937969536479838,3.19720213927362
95,35.13363,58.1898,44.718,"DP",13.,7.96173221762654,3.74799370568962
95,75.62037,114.30516,46.584,"TE",10.,-0.548038699661294,2.754591723983
95,41.207519999999995,70.63058,48.249,"PRE",14.,2.96152347157413,4.45908584910791
95,93.01577999999999,109.74315,47.35,"TE",9.,0.669396433756928,2.6073946972376
95,126.76351999999999,97.14707999999999,50.108,"TE",8.,-0.611797839097622,2.30807279021337
95,26.683509999999995,85.9369,49.695,"EPI",14.,8.43754947261669,2.73535078586456
95,24.142028,71.60627,47.603,"EPI",12.,8.16380385430223,2.77912443055892
95,49.34705999999999,105.51808999999999,50.642,"PRE",13.,-0.521862835946771,5.07644678902267
95,51.44494,64.47465,54.099,"PRE",13.,0.791743859180475,4.47740755903552
95,114.55421,57.93782,52.249,"TE",9.,0.000569236355730141,2.26387053241912
95,131.55114,70.18815,52.482,"TE",8.,-0.387033775722096,1.88817297906141
95,126.62581,80.3113,56.036,"TE",8.,-0.513677304924325,2.61171741586991
95,59.23874,92.83998,56.664,"PRE",14.,3.23658015070328,5.5054936577186
95,69.82482999999999,40.92917,57.914,"TE",8.,-0.467328501146564,2.17619957637495
95,95.64399,51.43029,54.412,"TE",7.,0.199431375295564,3.17426331971984
95,48.19264,83.17976999999999,55.404,"PRE",11.,0.228667660619057,3.92332598900118
95,104.90865,99.71668999999999,58.6,"TE",7.,-0.256778679723802,2.5165322484587
95,67.81778,106.92448999999999,59.481,"TE",8.,-0.940046065195218,2.9136577158209
95,113.38221,87.03858,58.81,"TE",7.,0.149949619446417,3.47400576232403
95,82.15427,99.22444999999999,60.708,"TE",6.,-0.507838555722718,2.98108955582349
95,33.22327,57.26684999999999,58.898,"TE",9.,3.24699445897092,2.08643194876367
95,114.66261999999999,69.63438,59.886,"TE",7.,0.0131516424085101,2.62000837023302
95,53.03007,106.95378999999998,61.053,"TE",7.,0.315964431166041,3.90009115111084
95,97.64810999999999,66.82744,62.178,"TE",7.,0.00663364143051659,2.9679472700688
95,23.570384999999998,87.05323,60.629,"TE",8.,7.39110701722531,2.642779092049
95,49.56388,58.67911,60.574,"TE",8.,0.136311756567645,3.05404173096804
95,82.90727999999999,62.25957,61.946,"TE",6.,2.67657867777232,3.25844594693405
95,50.730019999999996,68.60888,65.224,"TE",8.,0.885294221718016,3.36889458159544
95,80.85921,80.34939,65.326,"TE",5.,-0.403257664352894,3.7956921875011
95,42.82195,91.29001,64.408,"TE",9.,0.690284742150356,2.4863846330071
95,64.07616999999999,66.34692,65.465,"TE",8.,-1.32042051766013,2.4630021755011
96,81.36609999999999,87.05030000000001,4.2563,"TE",7.,-0.470544716347332,3.03198978182234
96,61.65305999999999,96.93025999999999,4.7057,"TE",11.,-0.020417959770773,2.78000535336621
96,61.21941999999999,80.73615,5.4527,"TE",9.,0.028379698120869,2.66228736723725
96,51.028879999999994,86.20939,6.5748,"PRE",7.,-0.00457708114833399,4.91325565116488
96,79.17446,98.21359999999999,7.1955,"TE",7.,-0.514857278575698,2.3967912134254
96,83.31748,73.79204999999999,6.8279,"TE",7.,0.0777583088091104,2.62211420794306
96,94.17899,87.94102,9.4042,"TE",9.,0.15515912765963,3.5850306971515
96,97.97626999999999,68.97513,10.241,"TE",7.,0.714576562211181,3.19101451443186
96,29.590069999999997,77.77391999999999,11.473,"TE",10.,2.21828616877752,2.72599958478671
96,78.85802,54.02626999999999,12.078,"TE",6.,-1.50739064869648,1.60867477588687
96,61.73803,68.15765999999999,12.18,"TE",10.,-0.583984438637832,1.80480301412112
96,45.054610000000004,73.08299,15.295,"PRE",9.,0.667342110097826,5.2450118070553
96,47.058730000000004,100.5576,12.302,"PRE",12.,0.182393188025329,4.47582498947965
96,68.20747,110.88292,15.419,"TE",9.,0.0366288284836189,2.49157551414208
96,33.63347,97.43422,15.219,"EPI",18.,5.17088828112379,1.94425639815566
96,53.66880999999999,104.96724999999999,16.268,"PRE",10.,0.654704003466252,5.48852937057822
96,107.53685999999999,76.99453999999999,15.908,"TE",8.,0.575433967565101,2.40472936476279
96,96.45559999999999,106.13046,17.385,"TE",7.,-0.0110025229920632,3.77403223014572
96,46.036159999999995,115.82875999999999,21.322,"TE",13.,0.334605082881655,4.01856175616259
96,111.0763,84.2668,20.533,"TE",7.,0.746368940849763,2.60296066082452
96,105.50343999999998,96.90974999999999,18.403,"TE",9.,0.321583572991991,2.99264360097735
96,49.092150000000004,87.43413,19.251,"PRE",14.,0.38748132304042,5.58645213873574
96,21.637171,106.16855,22.266,"EPI",13.,6.9094652062446,3.16628605750817
96,111.59783999999999,66.42309999999999,22.67,"TE",10.,0.593905296507278,2.54804258703832
96,35.18051,74.75309,21.679,"PRE",13.,0.601132588335296,6.02809803517866
96,24.849915999999997,84.06756,21.912,"EPI",12.,7.12497445723792,2.93259945963365
96,10.095608,85.25421,21.426,"PRE",10.,1.96349325211618,6.29491033983557
96,19.696045999999996,96.82185,22.356,"EPI",11.,6.63449070903185,3.01386097446998
96,34.09934,116.75171,24.713,"TE",9.,5.98772858656591,3.52887209783506
96,37.39266,54.41303,22.932,"TE",11.,-0.90000052143692,2.71080711335507
96,102.37419999999999,55.47662,22.438,"TE",9.,0.182633236846192,3.09465265322549
96,81.85248,111.04114,22.712,"TE",11.,-0.0900272178641073,3.24305760137828
96,20.392214,66.10665999999999,24.852,"TE",10.,0.145490475855139,2.96103781960988
96,107.75661,105.59719999999999,25.735,"TE",8.,0.715936375317664,3.27583548194394
96,42.901059999999994,108.65905,24.13,"PRE",12.,1.60421786416396,6.16127810545711
96,51.18124,77.8501,27.595,"PRE",14.,0.534656532461967,5.62068786221654
96,123.28560999999999,81.3368,28.414,"TE",11.,0.583733278433149,2.87885120686063
96,7.53303,90.84172,26.949,"PRE",7.,2.38915557723893,6.71629977713866
96,89.07199999999999,44.160959999999996,29.57,"TE",6.,-0.320873075155216,4.0147193362369
96,17.179469,80.85042,30.938,"EPI",12.,7.80309281821582,3.32771040512137
96,56.036249999999995,97.82391,29.596,"PRE",14.,-0.759550032977184,5.55493945445111
96,98.62966,114.72415,30.891,"TE",7.,0.251738296378719,3.50676336863807
96,40.40176999999999,65.98653,30.181,"PRE",12.,0.0496922987296879,5.69907789445139
96,46.59871999999999,90.13266,29.018,"PRE",14.,0.33211180116589,4.29316668685393
96,120.79217999999999,58.39783,33.403,"TE",8.,-0.520750133108361,3.26082009745337
96,123.99466999999999,98.87871,31.945,"TE",11.,1.56202128258358,3.05643361684003
96,53.662949999999995,48.78157,34.58,"TE",8.,-1.91583395208823,2.80528749661729
96,74.73550999999999,52.110049999999994,32.06,"TE",7.,0.845843091214258,2.45169105256533
96,134.56318,73.82721,33.805,"TE",8.,-0.852599342146177,3.82523441283463
96,44.86709,99.7665,31.796,"PRE",12.,0.170114928042974,5.82353266179631
96,102.48261,49.997519999999994,33.906,"TE",7.,0.43086698097094,3.05167900929579
96,26.999363999999996,110.17385999999999,32.242,"DP",10.,7.6723754797775,3.56214338689861
96,6.309461999999999,102.97192,36.499,"TE",8.,2.98455332036575,2.83275894511957
96,64.69147,117.32892,36.625,"TE",11.,0.374841508510562,3.27844465422302
96,81.35438,117.88561999999999,36.096,"TE",8.,-0.2580970844017,2.896112303032
96,27.872210999999997,68.18402999999999,37.966,"PRE",11.,1.50764155940445,6.49773806522627
96,32.815999999999995,80.20582,34.447,"PRE",16.,1.62540838317508,6.38238925202435
96,22.6196,94.98474,34.661,"EPI",14.,7.3117532766107,2.73197004531892
96,38.47969,56.71308,42.148,"TE",10.,0.358509843577064,3.81769530642413
96,110.71005,113.05111999999998,37.481,"TE",8.,0.897370531223957,2.75944943305195
96,30.272759999999995,117.11502999999999,34.275,"DP",10.,7.7322522580357,3.65018146258733
96,17.535756999999997,65.4562,37.694,"TE",8.,0.904180272677993,3.71774473141369
96,19.689013999999997,106.89226,37.496,"EPI",9.,7.80276836553579,3.10989141784249
96,8.285454,84.95535,39.605,"DP",9.,8.85324899803332,3.70737643335688
96,34.06418,99.48228999999999,37.431,"PRE",17.,1.61106566768854,6.41792947974329
96,43.639419999999994,74.29308,38.932,"PRE",11.,-0.221048505685066,5.5790016271059
96,41.682179999999995,111.08801999999999,37.726,"PRE",11.,0.634928250506583,6.06789108069828
96,49.865669999999994,112.94856999999999,38.986,"PRE",14.,0.0821127191777338,5.79588819848959
96,70.07974,51.688129999999994,43.127,"TE",7.,-0.17710881717619,2.51799930861529
96,126.63166999999999,109.85155999999999,41.848,"TE",5.,1.20789808836163,2.91739074793204
96,133.32085999999998,95.81978999999998,45.061,"TE",9.,0.370987978862776,3.43279578375548
96,93.08609999999999,52.18916,44.182,"TE",8.,-0.324669007514895,2.69391222546894
96,124.02397,64.12012,42.462,"TE",9.,0.353231659806756,2.48325777627288
96,40.5512,93.63108,43.864,"PRE",10.,-0.0770045547301939,5.7416383564921
96,50.23778,66.37621999999999,46.368,"PRE",11.,-0.420973970491422,4.28930751637928
96,139.35666,77.16448,43.133,"TE",8.,-0.715484893303802,3.6989067061945
96,42.03671,82.66994999999999,45.996,"PRE",12.,0.211023523496846,5.28670603198925
96,23.459630999999998,87.54253999999999,46.409,"EPI",13.,8.79527872024251,3.02578520979255
