"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:09:53","","","","","","",""
"from Munoz-Descalzo lab: https://www.biorxiv.org/content/10.1101/159301v1.article-info","","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Identity","Population","DCGNeighborCount","Nanog-Avg","Gata6-Avg"
28,72.42341595786952,117.35894616000155,18.459165796066507,"TE","N-G+",5.,30.773,59.261
28,91.87100052546991,76.23507708187631,21.01138386949887,"TE","N-G+",9.,26.745,38.629
28,93.79507421437762,142.2781799234449,20.61190625800511,"TE","N-G+",4.,29.008,56.056
28,108.91837146491977,79.32620340749428,21.898103113193358,"TE","N-G+",9.,31.839,43.763
28,117.53182102155114,101.40794172331907,23.798648113330337,"ICM+Epi","N+G+",9.,116.13,38.263
28,120.92724517844705,134.74851323283704,25.047520040171946,"TE","N-G+",3.,24.987,37.624
28,128.1122749173498,100.92049487966393,25.208925135724982,"TE","N+G+",9.,38.328,54.395
28,75.13194971061178,82.30636622398751,29.202692468815382,"TE","N-G+",8.,27.698,36.254
28,79.83090452084475,95.1266145103646,27.905399013307864,"ICM+Epi","N-G+",13.,31.455,53.43
28,93.6233516133392,92.0037843249967,29.06852448313692,"ICM+Epi","N-G-",11.,32.301,26.973
28,116.03705383523949,86.14253325372879,32.826236863981,"ICM+Epi","N+G+",11.,98.919,40.517
28,74.24991998709628,140.0351318461375,37.480756306991644,"TE","N-G+",4.,30.568,57.853
28,110.47948601981444,102.71176295553485,34.67735155360487,"ICM+Epi","N+G+",10.,69.606,46.862
28,133.50202291812369,111.16480456135939,38.81133956345698,"TE","N+G+",8.,33.355,47.244
28,66.82291749218486,95.38024538836402,38.22725487392444,"ICM+Epi","N+G+",7.,32.93,53.283
28,63.614827081876314,105.41055401674748,45.20197256550994,"TE","N-G+",7.,30.015,39.511
28,123.03865261394212,98.76859539913757,42.88278309878228,"ICM+Epi","N+G+",9.,115.11,40.304
28,97.32709589482681,91.95226555290306,43.619193847243,"ICM+Epi","N+G+",12.,55.045,41.453
28,68.06400356332612,131.0431246245642,47.328484699421175,"TE","N+G+",3.,32.624,47.339
28,81.73546427781625,82.17955078498778,45.25342043971747,"ICM+Epi","N+G-",10.,34.711,26.294
28,110.63169468891667,93.6484220495242,46.500274802864666,"ICM+Epi","N+G+",10.,79.821,38.656
28,109.71844267430329,79.46094481143147,49.165476443184154,"ICM+Epi","N+G-",9.,76.991,28.761
28,72.49756889922702,86.2495337803848,48.36853878389104,"TE","N-G+",9.,27.294,39.075
28,128.80306810789068,89.54673519437728,48.42805691287622,"TE","N-G+",9.,26.852,41.172
28,86.3797800786279,90.52955484662506,53.47902762183901,"ICM+Epi","N+G-",12.,101.3,28.726
28,132.05408916845883,101.83198084747436,53.26314830653682,"TE","N-G+",6.,29.927,42.829
28,85.80997326609135,76.64326427615661,55.6468998114857,"TE","N+G+",9.,34.99,35.471
28,104.67213987560626,146.12227291812368,60.074443338874886,"TE","N-G+",2.,27.346,36.815
28,100.95278444856969,83.55074271917216,59.945319262432456,"ICM+Epi","N+G+",8.,82.529,41.042
28,68.00546176751759,101.24545944210068,60.49006145992395,"TE","N-G+",4.,28.778,34.453
28,87.24229587020722,144.51330203581483,61.12761158735844,"TE","N-G+",3.,28.829,36.883
28,119.39735291465028,137.40767446936223,61.41309685011787,"TE","N+G+",1.,35.784,43.313
28,114.06614670968497,88.65110115644183,68.42917459743886,"TE","N-G+",7.,30.475,34.308
28,81.11101845585837,91.09229835718628,69.83239014690304,"TE","N-G+",6.,26.582,31.084
28,128.80306810789068,106.55585595021363,66.954335536823,"TE","N-G-",5.,23.035,29.439
28,101.15182655431877,89.98266326593878,77.04719791812369,"TE","N+G+",5.,32.396,30.122
28,92.04662591289558,118.71428616431098,77.01189055347147,"TE","N-G+",0.,29.053,31.127
29,99.76951088421959,107.83703280287423,7.446350005010814,"TE","N+G+",5.,47.031,37.321
29,90.2848800817825,126.49325158183836,14.57672169066733,"TE","N+G+",6.,45.39,34.345
29,113.55034204222699,86.05490502637088,16.12883749400763,"TE","N-G+",6.,29.167,32.823
29,87.83312176368217,93.41071469121513,19.098190036065922,"TE","N+G+",8.,32.766,30.201
29,91.16961244121933,109.43720050399548,23.879350908871643,"ICM+Epi","N+G+",10.,97.995,36.998
29,100.79295128305962,94.05574353197719,26.305160951705705,"ICM+Epi","N-G+",11.,28.915,37.886
29,129.05940039388005,95.74274203858563,24.51549694500074,"TE","N+G+",6.,43.355,36.626
29,121.86157780863132,134.52303368927375,24.80538627792033,"TE","N+G+",3.,36.274,35.497
29,107.41719738104632,78.96372257824953,31.192010643805027,"TE","N+G+",8.,51.272,36.035
29,81.93615565607998,128.75912212502817,32.31130556813344,"TE","N-G+",7.,29.14,35.026
29,73.81236318616646,114.10952479925912,33.98924139444232,"TE","N-G+",9.,28.826,36.341
29,102.47994095147729,116.42914774584574,36.76533438122088,"ICM+Epi","N+G+",13.,43.982,33.5
29,75.06448440672537,92.36461022510743,39.371318696945934,"TE","N+G+",5.,39.361,39.957
29,86.71970858252651,98.16160019144336,37.78799952790943,"ICM+Epi","N+G-",13.,103.54,29.165
29,97.76386761176747,139.3607499949892,38.76939570706429,"TE","N-G+",7.,28.27,37.318
29,89.4038965882755,118.3766386689158,41.01704459737485,"ICM+Epi","N+G+",13.,61.705,30.056
29,135.8373499949892,91.81054699009387,35.95907967403827,"TE","N-G-",4.,26.496,27.421
29,108.28318541083407,90.61558971457954,41.89375851741986,"ICM+Epi","N+G+",14.,55.2,30.593
29,123.05371717431314,79.2572933968015,45.574749109388385,"TE","N-G+",6.,27.446,32.181
29,98.32244863531022,105.7696326722266,44.665825263463425,"ICM+Epi","N+G+",11.,39.881,35.162
29,126.81008083598982,122.14757650721708,43.58779930666871,"TE","N+G+",5.,50.289,33.729
29,100.66174097551603,76.22235000501081,46.7705426076817,"TE","N-G+",7.,31.204,35.169
29,112.25323443051029,108.53581404703311,50.544136736555096,"ICM+Epi","N+G-",8.,37.631,28.532
29,83.8105886209885,130.1112018104717,50.07105345019327,"TE","N-G-",8.,31.375,25.486
29,104.75550257087623,136.43331140999214,52.41734523851119,"TE","N+G+",8.,56.471,33.539
29,72.69895000501081,102.72228487965201,55.80643337719264,"TE","N-G+",8.,30.471,34.462
29,91.11712831820188,107.83703280287423,55.429979868470674,"ICM+Epi","N+G-",11.,85.038,25.677
29,122.66008625168236,98.93894264056685,59.180423113117854,"ICM+Epi","N-G-",7.,25.204,26.097
29,93.26522849598705,84.7441733435403,57.19045362984693,"ICM+Epi","N-G+",9.,31.007,31.545
29,105.12664029792812,110.75620178734866,62.60776053878175,"ICM+Epi","N+G-",11.,32.589,25.992
29,84.23046160512801,112.00904626652112,67.96870007742665,"ICM+Epi","N+G-",6.,34.531,27.243
29,107.06855284957334,91.67823338173241,68.24449756777375,"TE","N-G-",9.,24.557,23.585
29,99.89322345990355,126.12111955832182,66.98529077790428,"TE","N-G-",6.,24.703,25.507
29,88.07679804912027,94.3947971534034,70.5847499949892,"TE","N-G+",6.,26.433,30.568
30,108.03647911390338,101.54098463741023,5.9974783243045735,"TE","N-G+",3.,28.552,48.551
30,83.18745651404414,112.35406180269686,6.315639839864908,"TE","N-G+",3.,28.033,51.775
30,94.921023466976,128.32010145140666,7.426471102021777,"TE","N-G+",4.,25.327,38.859
30,113.93447995544453,81.82127835206893,8.583983605004018,"TE","N-G+",1.,26.376,35.959
30,73.25617210478717,96.77301360389802,10.996016482358312,"TE","N-G+",1.,27.002,34.369
30,139.58266710122885,103.55848790857806,19.307505087448178,"TE","N-G+",3.,26.914,38.287
30,112.63999988365956,138.85924239271822,16.03981822967223,"TE","N-G+",5.,23.545,33.8
30,133.53898522267016,125.45487662226189,31.56006504378192,"TE","N-G+",8.,25.899,40.023
30,89.70980465708928,139.63292713340456,29.441688562075292,"TE","N-G+",6.,28.861,41.399
30,77.85553055919998,70.91195332430458,37.447369472387244,"TE","N-G-",2.,21.409,14.603
30,138.06342200090245,88.410555090929,36.8205649589186,"TE","N-G+",5.,25.196,36.765
30,139.1747601975796,112.90193425064703,39.64472939844048,"TE","N-G+",10.,26.851,41.595
30,121.09782466136708,127.70189402703046,42.04663619318624,"ICM+Epi","N+G+",12.,36.168,53.669
30,83.26237819022464,84.3570393442707,40.27558434495254,"TE","N-G+",5.,26.752,54.722
30,74.96688371090814,130.79293114891144,41.644630713627194,"TE","N-G+",8.,25.784,40.352
30,113.41419053752452,141.7836966756954,43.23746350795058,"TE","N-G+",9.,29.714,39.866
30,100.68166790218626,129.5639199818881,43.72351547316051,"ICM+Epi","N+G-",8.,41.3,18.39
30,124.64411733390985,82.05079248566967,47.6028177204923,"TE","N-G+",6.,25.03,37.032
30,95.36639120871553,101.40401652542269,47.828629362662745,"ICM+Epi","N+G-",12.,34.228,23.104
30,89.95538126234752,140.5731947129947,46.229720918774234,"TE","N-G+",9.,28.301,41.397
30,103.17905710820227,116.43349043540687,47.59775467918802,"ICM+Epi","N+G+",11.,33.107,40.391
30,127.02496171031176,97.0210369418214,50.78645809261736,"ICM+Epi","N-G+",11.,26.596,31.194
30,71.99082824040573,102.20361415216077,49.26147005177119,"TE","N-G+",9.,27.069,42.578
30,140.6065966756954,100.16389983580578,50.8603784956597,"TE","N-G+",7.,24.146,35.965
30,132.7523076227751,113.78297237640473,51.77476375521089,"ICM+Epi","N+G+",9.,76.996,29.877
30,122.49220030139271,115.33034185777748,48.605299898737776,"ICM+Epi","N+G+",12.,34.171,38.239
30,103.79091746367618,79.8148806034947,52.839015037368476,"TE","N-G+",7.,28.036,40.039
30,112.45685800855172,94.41864281405813,53.167100113885176,"ICM+Epi","N-G+",11.,25.246,30.03
30,69.73485332430458,114.808382295879,54.87233242516336,"TE","N-G+",9.,26.219,35.927
30,82.33418186865534,91.30169280612546,54.53310865777726,"TE","N+G+",10.,33.666,39.046
30,90.32998964324992,124.27398938647742,52.538270383894826,"ICM+Epi","N+G+",12.,80.872,36.061
30,130.51714428339076,130.82994955755672,55.642927311673276,"ICM+Epi","N-G+",11.,23.045,30.619
30,80.56936016307071,126.77643381089842,53.44252956083747,"ICM+Epi","N+G+",8.,76.62,49.327
30,79.58289142669439,103.76949283785615,58.155208406852125,"ICM+Epi","N+G+",8.,73.6,40.897
30,91.8617216896064,117.50332244525549,56.72338032600452,"ICM+Epi","N+G+",14.,67.35,34.738
30,111.70347893140355,111.08803222702826,57.36031092208171,"ICM+Epi","N+G-",13.,109.85,25.18
30,97.6390153861901,103.53257502252636,61.0522806411555,"ICM+Epi","N-G-",12.,25.542,25.798
30,111.77423829224068,122.90060642573748,61.934262436359354,"ICM+Epi","N+G+",12.,46.007,36.332
30,105.41422044758657,131.88867604481177,58.01040542555,"ICM+Epi","N+G-",12.,92.273,27.078
30,86.50898415804542,134.69096957925953,62.94585808895253,"TE","N-G+",11.,27.447,31.582
30,113.3434311766874,137.8190251097858,61.31758400549925,"ICM+Epi","N-G+",9.,26.705,33.798
30,127.34962230709384,122.44157815853599,62.9397824393874,"ICM+Epi","N+G-",9.,70.608,23.68
30,84.28214544934782,120.00946871054103,70.00576288362682,"ICM+Epi","N+G+",9.,40.36,37.341
30,118.47140367970691,86.87429113214982,65.84698075629933,"TE","N-G+",10.,23.763,34.479
30,102.0302580734349,89.28789137582216,66.36037314455231,"ICM+Epi","N+G-",8.,45.528,28.411
30,133.38497955496584,110.85851809342752,65.28599577978619,"ICM+Epi","N-G+",12.,25.224,29.703
30,114.63374893312901,129.39363530211983,70.64674391274741,"TE","N-G-",9.,27.473,28.798
30,119.5785795610407,110.58458186945242,75.3938514396311,"TE","N+G-",9.,38.257,29.18
30,113.41002822218117,100.30827162952237,69.42250052537489,"ICM+Epi","N+G+",10.,37.254,41.003
30,98.48812771623552,98.60542483183943,76.74163303482781,"TE","N+G+",9.,37.4,35.938
30,100.56928538791554,117.28121199338379,76.86922167569543,"TE","N-G-",11.,26.697,23.127
31,68.75410087858575,106.78106921801361,5.2306955216533435,"TE","N-G-",10.,26.63,27.579
31,81.67023413198785,110.55056211096489,5.278156826482334,"TE","N-G-",11.,27.595,29.228
31,114.18483453098631,111.14170458093892,5.009814035060671,"TE","N-G+",7.,27.932,33.215
31,98.85990472228733,120.68827161227277,5.581163500836423,"TE","N-G+",6.,29.68,36.225
31,126.86008812885873,107.39140462532444,8.156569082193869,"TE","N-G-",9.,23.708,25.45
31,149.0667005101903,94.662648583546,9.78325240247923,"TE","N-G-",8.,22.92,19.045
31,117.9392346792421,87.78006125456265,12.480787710912551,"TE","N-G-",10.,27.044,20.974
31,80.49490753690336,98.270920802868,10.925951334030737,"TE","N-G+",8.,25.493,39.311
31,61.56924218778649,129.82410978459868,9.227924905849568,"TE","N-G-",9.,22.937,24.926
31,150.78192978146203,85.20820765142889,15.608598542954772,"TE","N-G-",9.,27.202,20.712
31,163.1706196512043,107.67162151044201,13.542872961225855,"TE","N-G-",7.,25.786,27.859
31,93.11201776964793,109.87880930417622,13.453190240848357,"TE","N-G+",11.,25.046,31.754
31,85.86070951870255,122.30431693603293,14.196851450270767,"TE","N-G-",12.,23.087,25.523
31,169.2009172344647,96.30556401957772,15.676112500991767,"TE","N-G-",8.,22.352,23.108
31,94.13367975689454,96.73932440338983,16.075150223120865,"TE","N-G-",12.,24.52,29.061
31,132.44185118113285,98.73155129895166,17.293424480833185,"TE","N-G-",10.,25.786,23.77
31,113.79444336512785,120.75736618668532,18.613473511108737,"TE","N+G-",7.,33.111,23.202
31,104.12187926635823,107.96719274542902,17.935310917692366,"TE","N-G+",13.,23.922,30.313
31,56.88870129499415,106.09012347388811,17.182580669130658,"TE","N-G+",11.,28.808,32.602
31,66.63186805141902,117.28344452872105,16.915547850029114,"ICM+Epi","N-G+",13.,30.335,78.707
31,82.93692887227328,89.74541803785293,18.665872403913568,"TE","N-G+",10.,24.467,33.193
31,146.97769246309662,109.14563909790974,20.86259521765456,"TE","N-G-",13.,28.581,21.845
31,57.694402211765855,132.67234168538263,18.890583040365055,"TE","N-G+",12.,24.714,60.212
31,181.5231575440609,89.32701200391028,20.295276435940718,"TE","N-G-",5.,22.106,20.891
31,75.71469230389184,119.61346712141089,19.491154965589658,"ICM+Epi","N-G+",12.,32.116,62.01
31,163.12493557860387,119.5482111344657,20.945224240923718,"TE","N-G-",7.,25.527,21.493
31,54.64602864006259,121.70165870365682,22.08691550145975,"TE","N-G+",11.,28.968,30.459
31,77.42161538014531,101.38401523890006,18.277919062954723,"ICM+Epi","N-G+",13.,24.607,63.332
31,84.14963334493999,96.97731682636639,24.067996717888555,"ICM+Epi","N-G+",13.,24.479,62.902
31,104.32538104430571,94.45536486030836,24.495249228451023,"TE","N-G+",13.,24.01,30.085
31,66.35776361581628,96.720131466053,26.216351322886624,"TE","N-G-",11.,26.13,26.994
31,176.63496177581192,104.3742748759765,25.331616171297362,"TE","N-G-",9.,21.509,18.77
31,129.95829887067157,112.28176505874598,26.53981371885491,"TE","N-G-",12.,22.602,21.703
31,140.84356744210788,122.73807731984503,25.603687345476292,"TE","N-G-",9.,20.9,23.307
31,45.949442455939106,129.02952217885436,25.52005065119166,"TE","N-G-",9.,24.118,24.13
31,169.89863761599898,81.84944361748555,28.81614254281863,"TE","N-G-",6.,20.741,17.847
31,141.5952780912609,88.57081027283961,28.634761760032674,"TE","N-G-",14.,23.712,18.659
31,79.34034642936453,108.05164166971105,23.909792368458582,"ICM+Epi","N-G+",14.,27.648,52.766
31,95.64540725021877,86.34059095430122,29.245410395412048,"TE","N-G+",11.,25.013,31.793
31,63.97803874308335,108.35489007963278,25.733676906472894,"ICM+Epi","N+G-",15.,60.282,25.016
31,129.4142430969752,79.1048535783204,32.645292401633206,"TE","N-G-",9.,21.236,20.242
31,73.30174265108585,119.99348728067991,28.45741166130863,"ICM+Epi","N+G-",13.,44.455,24.32
31,107.73092100179437,78.31410456004346,32.21400920700883,"TE","N-G-",8.,22.026,19.103
31,57.652871236674535,102.65842627806487,31.990306241572814,"ICM+Epi","N+G-",10.,41.238,28.847
31,63.16403163129336,117.96287451044444,28.61964669480051,"ICM+Epi","N+G-",9.,39.832,22.955
31,158.7891017790695,118.71523765404774,31.143862588571697,"TE","N-G-",8.,22.893,22.015
31,145.93111189079522,124.2927052441274,34.46111557152369,"TE","N-G-",11.,23.994,20.551
31,157.84219554698728,105.35311468015428,33.20858049928514,"TE","N-G-",16.,21.641,18.195
31,87.7420626903396,109.44121033289674,34.52157583245235,"ICM+Epi","N-G+",15.,23.961,45.643
31,86.07667058917747,95.14247201696648,35.549400268239424,"ICM+Epi","N-G+",14.,23.61,57.9
31,50.841791321697215,117.14909396736331,36.862395601406625,"TE","N-G-",13.,26.399,26.88
31,60.95043065892575,122.5845338211505,31.266798452459955,"ICM+Epi","N+G-",12.,45.428,24.842
31,72.35483641900362,93.25772557049085,38.79007025401512,"TE","N-G-",16.,24.55,25.569
31,84.13302095490346,87.192757372056,39.461179150323154,"TE","N-G-",11.,23.399,26.994
31,130.77230598246155,139.07894416841285,39.20120002832995,"TE","N-G-",8.,21.547,22.574
31,162.52688953728878,89.43449245299648,38.770924504721044,"TE","N-G-",10.,21.662,19.297
31,58.35889781322705,113.82487722062625,36.01897496145194,"ICM+Epi","N+G-",10.,39.999,22.752
31,52.17493562212875,130.62253597781034,38.71247958582335,"ICM+Epi","N+G-",12.,37.205,24.152
31,72.89473909519086,135.1367148394302,37.72798500370182,"TE","N+G-",14.,32.917,16.26
31,95.65371344523703,82.66706274803404,44.07832774324115,"TE","N-G-",10.,22.398,24.138
31,78.28961275955399,115.17989859660567,37.144543485740336,"ICM+Epi","N+G-",15.,53.645,19.566
31,123.44624197635181,85.20053047649417,45.21094996463788,"TE","N-G-",10.,21.345,19.972
31,60.148882839663166,142.9712718603198,44.13374964909241,"TE","N-G-",8.,21.944,14.779
31,51.25294797510133,144.82147101958915,38.77898587284487,"TE","N-G-",9.,31.201,14.065
31,142.43835688561478,91.26166008746165,42.03980927893012,"TE","N-G-",12.,21.283,17.166
31,137.2054540241078,123.62095243733873,44.52774901614412,"TE","N-G-",11.,21.168,19.458
31,91.98652834467302,104.46256238772585,43.35985830920568,"ICM+Epi","N-G+",12.,23.889,41.981
31,67.7656636714122,117.57901576370806,42.75122501585725,"ICM+Epi","N+G-",17.,48.577,19.547
31,157.2939866757818,96.58961949216264,43.58960730073455,"TE","N-G-",9.,21.374,17.303
31,61.390658994893805,108.96138689947627,47.82686392081752,"ICM+Epi","N+G-",10.,36.778,24.31
31,86.55012370521857,107.15725078981527,48.76198262318066,"ICM+Epi","N-G+",12.,23.428,35.6
31,87.14401664902451,122.44250608485804,45.06080698333173,"ICM+Epi","N-G+",14.,24.244,41.594
31,97.60982237203845,152.71744543995655,49.887551147469054,"TE","N-G-",7.,20.547,20.522
31,119.8413533384248,148.51803075066053,49.90367388371669,"TE","N-G-",8.,21.511,20.757
31,71.17120362890086,147.4585806096681,46.59851295295042,"TE","N-G-",8.,22.656,16.521
31,94.7068072131548,96.62032819190155,48.33674545464915,"ICM+Epi","N-G+",14.,24.568,57.405
31,76.44563746549915,109.32605270887582,50.71686439320705,"ICM+Epi","N-G-",14.,32.014,18.201
31,128.6583793503131,132.59556993603536,51.372858224282915,"TE","N-G-",11.,21.959,21.157
31,150.53274393091408,84.26775372192475,51.97947617560038,"TE","N-G-",7.,19.903,17.968
31,148.50603234645743,118.36592619451764,51.653998437601146,"TE","N-G-",9.,23.55,19.896
31,68.43431237038254,128.0276508498724,51.614699267997516,"ICM+Epi","N-G-",15.,28.311,20.065
31,84.05826519973905,101.2535032650097,52.13566518299939,"ICM+Epi","N-G+",13.,22.867,45.928
31,75.92234717934846,150.8211832310788,53.96761108913753,"TE","N-G-",10.,20.764,19.137
31,143.08624009703948,100.70458525717667,52.71306067486801,"TE","N-G-",12.,21.655,19.903
31,110.99525564397254,140.9867221396927,55.94768463455085,"ICM+Epi","N-G+",12.,23.55,52.014
31,131.14193166077436,93.97554142688787,55.5869384110099,"TE","N-G-",9.,19.798,17.547
31,62.52030151737784,118.65382025456994,55.512370755864566,"ICM+Epi","N-G-",10.,27.906,19.176
31,139.02451073310786,84.35604123367412,57.93380420605705,"TE","N-G-",8.,19.637,18.128
31,61.34082182478421,127.8050127767653,57.420899659178986,"TE","N-G-",12.,23.253,21.587
31,146.7202004175304,128.88365585509453,56.815289378877,"TE","N-G-",8.,22.727,21.92
31,87.09833257642407,89.8337055496023,58.27439700928845,"TE","N-G-",10.,21.808,21.904
31,80.24987478386453,120.66524008746859,56.105888983980826,"ICM+Epi","N+G-",12.,33.102,17.412
31,86.79100336074825,130.36535061749697,56.284246753720346,"ICM+Epi","N-G+",14.,21.595,30.887
31,123.06831010302076,86.79738286291752,61.16540515269345,"TE","N-G-",8.,19.729,18.627
31,111.3482689322488,88.84718857048979,62.216406021836505,"TE","N-G-",9.,20.281,19.415
31,98.76023038206813,91.24246715012484,63.282521956211724,"TE","N-G-",8.,21.309,21.829
31,78.24392868695352,120.66140150000122,61.78209981416569,"ICM+Epi","N-G-",11.,31.76,17.767
31,62.52030151737784,110.50066047388917,62.699080438250235,"TE","N-G-",9.,27.016,21.145
31,121.7850029726988,133.88149673760225,61.30345608181388,"TE","N-G-",10.,21.799,20.278
31,84.85150682398336,142.82924412402733,62.5035922612476,"ICM+Epi","N-G-",11.,21.693,22.51
31,91.83701683434427,116.94948741906039,65.25755714654765,"ICM+Epi","N-G+",14.,21.253,30.033
31,93.61038947074383,126.44999140078588,61.77504611705735,"ICM+Epi","N-G-",13.,21.052,25.98
31,118.57881169564851,142.4607397271604,65.35530123504897,"TE","N-G-",10.,21.904,21.91
31,106.31471475118019,145.13239660444563,66.69751902766504,"TE","N-G-",8.,21.138,22.144
31,121.82238085028101,109.13028474804028,67.75355825188548,"TE","N-G-",11.,20.781,19.321
31,147.7044845271948,119.06454911357787,64.02517549461865,"TE","N-G-",7.,20.484,19.029
31,76.53285251319096,100.20173029895201,68.34002278289339,"TE","N-G-",9.,21.402,19.175
31,112.23703179920315,104.11325092819575,68.62015532519614,"TE","N-G-",14.,20.95,20.176
31,131.569700704215,130.97184743734044,65.96393452839739,"TE","N-G-",12.,22.072,21.552
31,104.3502996293605,133.88917391253696,68.54155698598889,"ICM+Epi","N-G+",11.,20.97,34.484
31,106.31056165367107,123.17183770365716,67.20840823251213,"ICM+Epi","N-G+",13.,20.592,33.869
31,103.13759515669383,95.59926392558278,70.12863883536599,"TE","N-G-",8.,21.528,20.142
31,94.12122046436716,105.1611853067861,67.35452052975637,"TE","N-G-",13.,22.037,26.81
31,117.70666121873069,122.63059687075886,71.07988027397676,"TE","N-G-",10.,20.898,19.185
31,134.2775202801694,111.26453937989457,69.60868059137958,"TE","N-G-",14.,20.951,19.268
31,79.21990660159969,115.0378708603132,70.52364587343317,"TE","N-G-",9.,23.156,20.079
31,79.2240596991088,127.43266979243101,70.9085762013456,"TE","N-G-",12.,23.738,19.12
31,87.28522196433502,137.6970526801619,71.68750589630972,"TE","N-G-",9.,21.397,20.325
31,138.78363107757818,124.8761705391667,72.0734438952376,"TE","N-G-",7.,21.286,19.747
31,99.2918268632371,120.84181511096732,73.8439218694316,"TE","N-G-",12.,22.296,21.207
31,110.79590696353418,128.47676558355394,75.17908596493933,"TE","N-G-",13.,20.322,19.618
32,79.87714672226127,98.39611046480304,9.332763023569104,"TE","N-G+",2.,23.255,30.892
32,113.3281562852371,97.58362661489662,10.502826785685201,"TE","N-G+",7.,27.238,30.671
32,101.10911557564131,84.04483323135948,13.79641246565888,"TE","N-G-",5.,27.645,26.447
32,94.21085742207325,114.98171828548935,14.563713467478946,"TE","N-G+",6.,23.351,31.3
32,105.7008485987518,122.02845321448561,18.405839729339863,"TE","N-G+",8.,28.06,31.175
32,122.5286761217018,115.17702690325532,18.13227209499132,"TE","N-G+",9.,26.511,29.5
32,106.25509678167134,100.23982381651382,23.862202408949226,"ICM+Epi","N+G+",11.,75.428,34.924
32,120.73376469855461,97.64612537258172,26.649406902740065,"ICM+Epi","N+G+",11.,111.6,29.904
32,102.08970851465284,113.23565924266155,31.164209744951176,"ICM+Epi","N+G-",12.,39.32,27.9
32,123.5433766412007,81.70894216287844,36.30578226996769,"TE","N-G-",6.,27.654,28.589
32,108.91122461212433,84.93934670072763,33.683467857154056,"ICM+Epi","N+G+",9.,41.586,37.325
32,73.1451630235691,76.62310575625256,37.118990169332555,"TE","N-G-",1.,24.994,24.38
32,112.44562264012674,124.06747518396234,34.66343958841632,"ICM+Epi","N+G-",9.,66.867,27.339
32,128.98779917649512,104.04834186295027,35.99192899083494,"ICM+Epi","N+G+",10.,54.195,29.908
32,75.01681650281284,115.87232558250217,37.15178081043597,"TE","N-G+",5.,25.387,31.846
32,105.06559491217476,100.474194157833,38.714489077879044,"ICM+Epi","N+G-",10.,59.158,28.082
32,97.74525545007566,131.0204619764309,39.83592900361606,"TE","N+G+",7.,35.9,31.236
32,123.2662525497409,130.75874842862453,40.729708192549325,"TE","N-G-",8.,27.257,27.333
32,115.27228837301647,109.47010909213364,42.24557268698751,"ICM+Epi","N+G-",13.,79.935,27.327
32,100.10720539882516,70.2833880235691,43.41573013664961,"TE","N-G+",6.,30.736,31.802
32,118.49119128151085,89.09942025914282,50.269911002724825,"ICM+Epi","N+G+",13.,42.927,32.096
32,91.35008410869614,103.95068755406729,49.363015557350195,"ICM+Epi","N+G-",10.,50.607,27.177
32,101.10911557564131,116.63402919178948,52.284193241935014,"ICM+Epi","N+G-",12.,94.894,26.169
32,133.8822369764309,93.78682708552613,53.38595878300998,"TE","N-G+",5.,28.693,29.467
32,81.24144994175558,116.07935271733412,53.4618456952779,"ICM+Epi","N+G+",6.,34.044,32.142
32,121.93605691073395,108.06388704421865,52.63083716217119,"ICM+Epi","N+G-",8.,48.189,26.314
32,125.82005763873178,122.852655581458,54.64511940138137,"TE","N+G-",9.,32.641,22.028
32,100.0517805805332,92.11889148980472,55.8902268878513,"ICM+Epi","N+G-",11.,46.14,26.327
32,96.47048462936067,76.10358483299507,56.558219090901005,"TE","N-G-",5.,27.394,28.992
32,80.95153550761302,96.69301931788378,60.88845746747286,"TE","N-G+",6.,30.739,34.698
32,109.59337622187147,105.09519605417587,60.573667312880005,"ICM+Epi","N+G+",11.,66.2,31.551
32,122.5926278351156,97.9234636098094,69.0720646114268,"TE","N+G-",7.,51.031,28.959
32,93.03840934282033,86.18932185442983,70.0698369764309,"TE","N+G+",4.,61.353,35.783
32,103.05324766342068,114.62235042879996,69.53769171509538,"TE","N+G+",8.,35.97,30.594
33,107.55886872289845,120.30455398681907,3.5473312268362633,"TE","N-G+",2.,31.581,40.3
33,93.38032781096017,114.70612357875277,5.593248180115111,"TE","N-G+",5.,26.707,42.033
33,81.35503655315581,104.43242927718457,5.34090777991519,"TE","N-G+",3.,24.115,40.203
33,125.45730936955313,119.14366218953427,8.453106049047541,"TE","N-G-",4.,23.891,26.741
33,123.49720835549103,77.56947232977521,6.026916956898482,"TE","N-G+",6.,24.963,41.436
33,69.22959414864754,107.74077279504397,9.214971480715713,"TE","N-G+",4.,24.895,37.838
33,135.16839377316376,98.33081368736002,13.821394842131363,"TE","N-G+",7.,25.994,30.957
33,101.15992581385265,64.37968122683628,10.65172637714196,"TE","N-G+",7.,24.347,40.527
33,85.09639724788019,134.81768249690174,18.922149964846156,"TE","N-G+",3.,25.035,33.821
33,106.45005245581952,90.14117769764097,16.275438262923778,"TE","N-G+",10.,24.154,31.232
33,68.83614321516792,121.6437397461442,24.19575605977468,"TE","N-G+",4.,27.831,30.126
33,126.22990392984039,78.52037346065694,21.545741473032933,"TE","N-G+",9.,25.12,35.04
33,110.9353930974872,64.49458178015118,25.132674386869496,"TE","N-G+",8.,26.272,36.895
