"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:09:53","","","","","","",""
"from Munoz-Descalzo lab: https://www.biorxiv.org/content/10.1101/159301v1.article-info","","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Identity","Population","DCGNeighborCount","Nanog-Avg","Gata6-Avg"
40,86.43211534639563,135.99719757199907,31.231243645643634,"ICM+Epi","N-G+",9.,17.454,50.968
40,95.70224841725796,65.0673266451139,31.25071762391622,"TE","N-G-",10.,17.922,13.202
40,79.98996441036613,148.65013423757821,31.7970709032305,"TE","N-G-",8.,10.458,11.735
40,100.48424789761636,148.7539684188901,31.210687779689234,"ICM+Epi","N-G+",12.,17.253,32.615
40,93.77876259275628,156.67132474392278,29.964353170243594,"TE","N-G-",9.,11.673,11.518
40,73.88366020559883,80.2790342073078,34.33734318012145,"ICM+Epi","N-G+",14.,17.947,61.127
40,128.53508283826613,145.8651531602482,34.18479701698618,"TE","N-G-",9.,12.185,11.767
40,52.91995458260713,103.40068136729784,33.37770880635557,"ICM+Epi","N+G-",8.,50.382,20.121
40,67.89184920467093,118.48259620285185,32.55871983122506,"ICM+Epi","N+G-",13.,27.936,16.696
40,56.595186425851445,124.7126470815661,35.01135920588936,"TE","N-G-",12.,12.328,14.875
40,108.80790381673977,157.20162074133717,33.85157561098856,"TE","N-G-",9.,15.977,11.654
40,53.37029451770871,92.19400651284877,35.185543122660846,"TE","N-G-",13.,17.644,11.449
40,109.51394524041598,54.71728378648807,39.45467191508489,"TE","N-G-",8.,16.894,20.413
40,73.3302763870418,69.13540153436956,37.7366342763699,"TE","N-G-",12.,16.437,24.756
40,80.05484389254178,95.11619704405521,38.132605167912516,"ICM+Epi","N-G-",14.,19.351,18.19
40,71.86094693776968,105.12136208618082,35.40733009743198,"ICM+Epi","N+G-",13.,42.431,12.992
40,89.01966175316578,114.44418822254246,38.957003581452085,"ICM+Epi","N-G+",10.,15.346,38.661
40,83.35224816311612,127.31220997798195,38.58158855586386,"ICM+Epi","N-G-",11.,11.391,8.5274
40,76.49410525313685,134.71410376007339,37.840495493823695,"ICM+Epi","N+G-",13.,55.37,14.714
40,63.46859509634262,95.96541231264186,38.34573704122917,"ICM+Epi","N+G-",18.,60.673,12.995
40,91.46599987520067,146.65503461094235,39.39841375563074,"ICM+Epi","N-G+",13.,15.565,41.465
40,113.49830873402666,150.1594382302191,40.076757332125894,"TE","N-G-",12.,15.54,11.464
40,147.95694664955406,73.75231423913101,40.058365241535114,"TE","N-G-",10.,13.895,15.317
40,148.34622354260796,95.79111922258261,41.593563862024155,"TE","N-G-",10.,14.256,14.73
40,114.22343235834276,131.135532868431,43.64482290673678,"TE","N-G-",10.,15.324,14.706
40,60.19027302640818,109.24877079332899,38.48746432754635,"ICM+Epi","N+G-",13.,28.219,15.016
40,79.30682162745778,72.45067860911394,44.78080497263775,"ICM+Epi","N-G+",11.,15.633,62.288
40,120.38316672490177,83.30876728344444,42.25351534792853,"TE","N-G-",9.,14.315,11.78
40,157.868241661917,85.53007709079554,43.137417583967675,"TE","N-G-",9.,13.381,13.789
40,76.21168868366637,147.819460787083,42.13342581524758,"TE","N-G-",9.,10.99,9.6016
40,132.18359960061457,87.29525817309789,42.943759688923606,"TE","N-G-",13.,15.125,15.107
40,78.8373994917163,120.28486092133704,43.47821220373797,"ICM+Epi","N+G-",17.,38.637,13.568
40,87.34424453698274,63.001768109730676,43.43169103342011,"TE","N-G-",9.,16.406,15.34
40,67.25450370329835,87.57709380808734,42.75551123228858,"ICM+Epi","N-G-",10.,25.083,12.723
40,49.89351756111934,103.7196006384701,45.423446255633166,"ICM+Epi","N+G-",13.,29.788,14.701
40,85.40549295196914,104.49464863469112,44.581737639184624,"ICM+Epi","N-G+",13.,15.72,37.678
40,70.0099734756996,110.36498824243196,45.58140185717748,"ICM+Epi","N-G-",13.,22.645,13.448
40,72.21587586967178,97.35604866949771,47.29294816980162,"ICM+Epi","N+G-",13.,50.613,11.769
40,142.97267584241277,101.71708428459769,47.83389201070685,"TE","N-G-",12.,13.526,11.504
40,60.27805114935172,118.15255184082474,48.2114708116587,"ICM+Epi","N-G-",12.,24.083,15.702
40,126.61922989402038,117.5740471163727,52.317234564129365,"TE","N-G-",9.,14.901,12.218
40,85.59249851824012,116.00911766945757,50.547266316687455,"ICM+Epi","N+G-",12.,33.525,15.484
40,97.62191780163168,65.71258191469502,51.63889098763421,"TE","N-G-",12.,15.22,15.953
40,74.84540311784968,80.2197003894153,50.50074514636961,"ICM+Epi","N-G+",12.,14.498,50.864
40,64.05632687605147,109.42677224700654,49.221953906469665,"ICM+Epi","N-G-",12.,22.513,11.986
40,64.35782564616187,127.0340827066108,51.34678131354539,"ICM+Epi","N-G-",13.,23.919,7.8111
40,99.23245553563906,150.02222877634267,51.96237540449553,"ICM+Epi","N-G+",13.,13.981,33.344
40,94.72523974449521,156.32644692742255,48.36834452552121,"TE","N-G-",11.,14.282,9.9654
40,77.6428537316587,66.77317390952373,52.354018745310924,"TE","N-G-",10.,16.049,20.49
40,111.76564491592393,151.66503385924173,51.26780351277323,"TE","N-G-",8.,15.552,8.8899
40,137.67927338490512,82.12209092559411,53.59278014098389,"TE","N-G-",12.,12.62,13.193
40,58.17519263883497,101.52054101282872,53.34070031112205,"ICM+Epi","N-G-",11.,22.375,12.912
40,49.20655833808302,108.32538825237671,53.676085492483296,"TE","N-G-",11.,14.886,11.301
40,53.21000403233357,127.25287616008947,53.73234365193744,"TE","N-G-",10.,12.7,9.8312
40,112.78463443009448,70.20711862005314,55.96968737792146,"TE","N-G-",10.,13.268,12.932
40,80.50900026777136,90.69211924744445,56.37864092164581,"ICM+Epi","N-G+",15.,15.534,31.476
40,62.66332622933894,89.25327416355094,53.48783703584827,"ICM+Epi","N+G-",14.,40.414,12.95
40,75.94453787470779,107.43908934760725,53.90328190566349,"ICM+Epi","N+G-",14.,38.046,10.774
40,89.1074398761093,133.26784194894333,55.28593436301725,"ICM+Epi","N-G+",18.,14.016,32.495
40,72.59751988246973,140.1765233698032,55.01329866720101,"TE","N-G-",12.,12.279,8.3599
40,83.53925372938711,141.56715972665907,53.62307299607458,"ICM+Epi","N-G-",13.,19.098,10.532
40,88.67618214164762,106.6714580786228,55.611582555242194,"ICM+Epi","N-G+",12.,14.668,41.24
40,112.62052750459137,140.63265209485192,56.09085879828423,"TE","N-G-",13.,13.804,11.346
40,66.9835364542118,82.57080292340626,60.704027873524,"TE","N-G-",11.,16.378,12.716
40,115.9713619369574,128.7733052435852,56.274779704192,"TE","N-G-",9.,14.266,7.2543
40,96.82809825501194,143.8811786244672,59.571291470668456,"ICM+Epi","N-G+",9.,13.432,32.146
40,89.61884285325856,68.06368444868599,57.680151802863776,"TE","N-G-",10.,14.149,14.22
40,86.26037554063653,78.11334985423096,58.315219872086516,"ICM+Epi","N-G+",14.,16.791,71.466
40,139.99203610246073,108.07692788995178,59.74006594903088,"TE","N-G-",9.,12.887,11.904
40,93.4162007805982,152.86283530794688,59.56588203225941,"TE","N-G-",11.,12.085,10.022
40,148.80419635796554,96.43266612854543,60.02784807239247,"TE","N-G-",10.,11.616,11.102
40,70.57099017451259,100.76032647108084,59.300819550215834,"ICM+Epi","N-G-",15.,21.233,8.346
40,59.04534098801432,107.45763116569864,60.37405213057181,"ICM+Epi","N-G-",12.,20.408,11.847
40,63.487677296982525,117.19579402730793,60.01378353252892,"ICM+Epi","N+G-",15.,28.272,12.822
40,83.34079884273218,126.15149216545962,60.52335263066166,"ICM+Epi","N-G-",14.,13.749,24.017
40,153.22363402616588,78.96998185005418,61.544654602290734,"TE","N-G-",7.,13.565,12.62
40,133.77123869385403,85.60424436316117,62.425311175284435,"TE","N-G-",12.,10.348,8.2294
40,115.19280815084959,58.92998485685673,65.00669518408417,"TE","N-G-",8.,13.311,15.462
40,59.159834191853705,96.99262903490606,61.99255610256024,"ICM+Epi","N+G-",12.,31.174,12.491
40,107.65915533821793,141.44849209087403,64.86821356081244,"TE","N-G-",12.,13.24,9.2305
40,115.65841384646308,51.10162925866285,63.982147549409675,"TE","N-G-",7.,13.528,6.1133
40,81.27228829336725,75.33578550413753,66.44019636248302,"TE","N-G-",11.,14.178,14.694
40,83.0393000726218,97.70463484961624,62.17972267151346,"ICM+Epi","N-G+",14.,14.252,36.984
40,73.87984376547085,111.37737151022304,64.80870973831286,"ICM+Epi","N-G-",17.,17.034,7.8378
40,96.20220207402329,75.95879059200897,67.58916108056573,"TE","N-G-",12.,13.981,12.557
40,91.00802705984312,134.4396848523205,66.44019636248302,"ICM+Epi","N-G+",15.,13.08,31.327
40,123.4973818693331,75.78820586556796,68.62993703046737,"TE","N-G-",13.,11.091,9.7809
40,73.15090370102676,124.56802090045309,65.46325178580818,"ICM+Epi","N+G-",15.,35.077,10.285
40,90.0233855068244,123.36280272451134,68.57908830942229,"ICM+Epi","N-G-",17.,13.947,22.817
40,79.84112324537493,137.65854447298952,68.70242350514869,"TE","N-G-",13.,11.828,6.7771
40,112.02516284462655,55.63695796382206,70.07533897336614,"TE","N-G-",6.,14.157,15.354
40,122.64249928066567,117.90779984201811,71.2610878726304,"TE","N-G-",8.,12.682,10.963
40,151.0329973927056,89.92819634207831,70.96465064781434,"TE","N-G-",8.,11.109,9.6583
40,67.8040710817274,95.25711486154995,70.01691703854839,"ICM+Epi","N+G-",13.,31.492,11.772
40,146.90360917423172,104.84323481480965,71.76091998162683,"TE","N-G-",8.,11.01,7.8622
40,114.46768452653345,125.73244707659373,69.31369004537159,"TE","N-G-",10.,14.468,6.2836
40,81.05093476594443,94.12977232159213,71.47421974594707,"ICM+Epi","N-G+",14.,13.557,32.667
40,80.53953178879519,104.1015620911532,78.57248482630544,"ICM+Epi","N-G-",16.,12.687,17.556
40,62.541200145243586,126.91170670720749,75.33547688232858,"TE","N-G-",11.,11.968,7.1819
40,111.86868879937937,130.24181723642496,73.62176679434081,"TE","N-G-",11.,12.397,6.5958
40,89.33642628378806,83.62397819099843,73.23228722888905,"ICM+Epi","N-G+",13.,16.033,64.446
40,66.24696350951174,104.60960790685786,72.170955413033,"ICM+Epi","N+G-",11.,27.661,9.4956
40,105.95702304113902,70.04024225723043,75.63083221946282,"TE","N-G-",13.,12.527,11.202
40,70.864856064367,83.24943346555193,77.11193645586133,"TE","N-G-",10.,12.489,11.706
40,80.85629631941748,121.53457946069818,76.52988088304731,"TE","N-G-",14.,12.447,22.783
40,147.31196826792552,98.83939411681064,76.7559954085457,"TE","N-G-",7.,10.284,5.3809
40,75.1774334089839,110.89899260346459,75.66869828832618,"TE","N-G-",12.,13.165,18.055
40,140.9919434159914,88.03693089675434,80.69190279497212,"TE","N-G-",8.,8.7883,7.4495
40,63.75101166581311,116.6543729390387,75.98244571605122,"ICM+Epi","N+G-",13.,31.131,10.575
40,96.92732569833942,141.47074227258372,78.7650608336677,"TE","N-G-",9.,10.805,6.7467
40,96.15258835235956,130.14169141873137,83.01255187245555,"ICM+Epi","N-G-",11.,11.19,20.898
40,118.95200167690943,59.94607648826608,83.97435002158504,"TE","N-G-",7.,10.691,10.375
40,80.6502085525066,75.45074477630428,82.83512229263863,"TE","N-G-",11.,10.748,10.93
40,96.60674472758913,86.86508799337716,83.82288574613158,"TE","N-G-",11.,11.08,8.7297
40,64.41125580795358,103.46743191242692,81.85601394060018,"TE","N-G-",12.,13.926,9.5164
40,138.76314238125133,110.72840787702361,83.99923343826667,"TE","N-G-",6.,7.8967,4.7975
40,72.36471703466297,116.77304057482374,80.59236912824555,"TE","N-G-",10.,13.628,15.773
40,85.5581505570883,88.77860362041079,80.72435942542643,"ICM+Epi","N-G+",9.,13.346,49.614
40,72.45249515760649,110.65424060465796,85.8330330589354,"TE","N-G-",10.,11.145,16.203
40,114.5898106106288,120.15135983107888,86.0623932474792,"TE","N-G-",9.,11.789,8.4716
40,79.92508492819049,131.42478523065705,84.64403849662571,"TE","N-G-",12.,10.481,5.8986
40,132.85529306313896,80.33465966158204,87.01986384588146,"TE","N-G-",6.,7.6506,4.5344
40,80.98223884364081,121.98329145851034,86.95927813570007,"ICM+Epi","N-G-",11.,12.197,26.066
40,89.95850602464873,98.56126684543946,86.47459245424899,"ICM+Epi","N-G+",11.,12.848,32.678
40,89.92415806349692,113.29830386449322,87.77502144778515,"ICM+Epi","N-G+",14.,13.179,34.059
40,102.97256686105902,132.21466668135116,87.53267860705962,"TE","N-G-",9.,10.727,6.9114
40,101.60246485511436,104.03481154602412,89.50604173868189,"TE","N-G-",8.,8.1623,7.0089
40,102.78937773491602,77.38280222142936,89.47142133286395,"TE","N-G-",9.,11.36,11.708
40,64.39217360731368,120.35161146646615,88.66433312223334,"TE","N-G-",9.,11.85,8.5832
40,126.2223201207105,70.55570480017167,90.22982459781308,"TE","N-G-",6.,8.6163,8.1103
40,110.63597863804199,91.55987633412252,90.40400851458456,"TE","N-G-",10.,7.8418,5.2409
40,89.26391392135646,93.98514614047912,90.43321948199345,"TE","N-G-",10.,10.287,13.963
40,107.2889606458039,116.26499475911905,90.70477329012786,"TE","N-G-",11.,8.4138,6.525
40,76.15444208174668,95.42769958799093,90.58792942049234,"TE","N-G-",13.,10.258,8.5404
41,121.37343198068535,92.24416269036774,14.89075112294401,"TE","N-G-",6.,16.724,27.916
41,92.5745747749516,127.71466069923775,15.011922543306781,"TE","N-G+",12.,16.079,32.893
41,133.7043500341873,81.58261728780619,16.82300252265748,"TE","N-G-",5.,8.3361,4.8577
41,114.9427303650398,114.87630585274451,16.119775529480684,"TE","N-G-",8.,14.152,19.309
41,82.2663699892788,117.16807456884297,14.451504724128966,"TE","N-G+",14.,17.367,39.387
41,112.81697321375518,130.1547639600675,15.663218927756674,"TE","N-G+",8.,16.561,36.116
41,77.68664183570334,136.1215210218837,14.5586116046282,"TE","N-G-",11.,14.199,22.112
41,66.45867497918749,125.98285488949993,16.408639540524074,"TE","N-G-",10.,12.792,18.467
41,100.60054836409262,128.48600033184047,16.75159793565799,"TE","N-G-",8.,15.598,21.305
41,86.46063768992835,139.84100973102085,17.08806500470104,"TE","N-G+",10.,18.019,33.431
41,117.17534783990784,79.38726602578308,18.921864625369757,"TE","N-G-",14.,14.343,17.576
41,99.23044635814796,140.88305990775817,17.484035896243665,"ICM+Epi","N-G+",10.,23.471,87.625
41,105.1039477151085,106.27290225832961,18.86993401664286,"TE","N-G-",9.,15.806,24.729
41,101.18828014380146,117.36461784061191,19.33081816909411,"TE","N-G-",10.,15.351,22.218
41,114.48857398981022,49.64618980715918,20.62151017349398,"TE","N-G-",10.,11.791,17.837
41,73.72517698286056,102.66837282135924,20.85952546349228,"TE","N-G-",12.,10.602,23.155
41,60.123384366741426,117.21257493226234,18.480454451191093,"TE","N-G-",11.,14.765,20.272
41,45.82318320720202,127.39574142806549,18.66437535709887,"TE","N-G-",12.,15.261,16.473
41,121.88483495783461,47.747507634598655,20.60095430753958,"TE","N-G-",9.,12.109,19.223
41,132.99449217038313,74.22522386913414,19.13391461100461,"TE","N+G-",6.,31.804,8.7342
41,68.33254708202544,142.21807081033975,19.910709966544513,"TE","N-G-",14.,14.508,20.671
41,92.71196661955886,108.61658806508403,22.133989152664995,"TE","N-G-",12.,15.953,24.966
41,59.28758397871389,137.28223883440606,22.427180714435625,"TE","N-G-",12.,14.87,22.217
41,110.27522408852079,146.80902496977325,22.647885801524957,"TE","N-G-",5.,16.449,26.538
41,60.054688444437794,99.72764047206138,21.66769556180469,"TE","N-G-",10.,10.129,23.229
41,92.7043337393029,95.73373285517137,24.321566045285728,"TE","N-G-",13.,16.476,26.597
41,108.5349273901621,97.62499830049534,23.908284950834137,"TE","N-G-",10.,15.339,16.727
41,49.70450281735723,115.1099327606963,24.520633378738854,"TE","N-G-",11.,17.228,22.871
41,41.56403602437683,143.99437698349698,28.08978084103154,"TE","N-G-",10.,21.58,24.991
41,54.84906410987367,151.93398349023934,23.248333464929757,"TE","N-G-",10.,17.383,19.448
41,99.66552053273762,150.7547238596256,25.975772310773912,"ICM+Epi","N-G+",9.,25.499,84.883
41,74.4846485683285,84.94239472596993,24.03378392192415,"TE","N-G-",15.,12.882,24.44
41,51.181465146885316,125.67876907280079,27.367079869582156,"ICM+Epi","N-G+",12.,23.981,33.202
41,89.5863021547436,49.49043853519132,24.742420353509996,"TE","N-G-",17.,8.535,2.5655
41,80.63293361450357,73.76167841684885,25.768049875866303,"TE","N-G-",13.,10.503,18.744
41,52.38746022732686,89.38501434067211,26.063405213000557,"TE","N-G+",10.,15.632,43.264
41,123.33508220646684,41.91870169938257,27.918842587305484,"TE","N-G-",11.,11.064,17.517
41,96.92913296097628,50.139402168390724,30.66034597301317,"TE","N-G-",9.,10.327,15.917
41,73.55343717710149,76.33528276793676,27.700301275579776,"TE","N-G-",9.,12.125,20.708
41,133.99439948391375,41.93353515385569,28.972601189388868,"TE","N-G-",7.,10.114,15.554
41,59.337197700377644,76.07940567827528,26.490750847315685,"TE","N-G-",12.,11.224,24.006
41,91.69297710538834,86.08457072040088,29.33611545047718,"TE","N-G-",12.,16.999,23.973
41,36.45076954090982,128.97179596583547,29.725595015928945,"TE","N-G-",11.,24.953,27.689
41,64.50084119353397,158.33461909539457,27.97942829748687,"TE","N-G-",10.,17.746,25.836
41,92.66998577815109,129.57255087199718,28.442476225301746,"ICM+Epi","N-G+",16.,15.959,82.595
41,115.54191146513259,42.72638329544445,30.17782406692571,"TE","N-G-",10.,11.936,16.67
41,93.27679975849983,57.62287995008437,30.990321715965358,"TE","N-G-",9.,11.354,16.674
41,94.39501671599784,65.3622348214395,30.549993429468508,"TE","N-G-",13.,9.1614,15.829
41,101.68823380056678,64.47593591667002,29.729922566656185,"TE","N-G-",14.,9.5293,16.605
41,65.22596481785008,72.30058315124563,33.88869881553556,"TE","N-G-",9.,10.855,21.076
41,51.34175563226046,149.40117113895255,29.912761584882148,"TE","N+G-",8.,28.131,28.197
41,47.361208578777784,156.47302055901685,30.785844944103182,"TE","N-G-",8.,14.585,22.207
41,101.20354590431337,88.45421507248325,31.10932936096451,"TE","N-G-",13.,15.887,22.813
41,56.87559381783082,106.68453061995893,32.49414559368189,"ICM+Epi","N-G+",16.,21.101,135.41
41,78.0110392465816,123.79492035471337,32.49306370600008,"ICM+Epi","N-G+",14.,16.086,75.002
41,62.78344313594318,125.45626725570385,29.384800396158646,"ICM+Epi","N-G-",15.,11.057,27.192
41,107.55028583714338,58.820681398789546,31.040088549328637,"TE","N-G-",12.,12.464,16.04
41,87.31933671872375,59.46222830475238,34.401513576713725,"TE","N-G-",13.,12.326,17.593
41,89.30388558527311,65.44011045742342,31.260793636417972,"TE","N-G-",8.,10.755,20.795
41,56.0207112291634,92.05874450945362,35.401177794706584,"ICM+Epi","N-G+",11.,19.728,109.34
41,105.23370667945979,117.38686802232161,33.32503533331232,"TE","N-G-",12.,12.511,12.49
41,78.50336002309098,137.10052901711023,31.825539006323034,"ICM+Epi","N-G+",14.,17.289,90.987
41,49.20836560071989,136.14377120359342,33.39535803262999,"ICM+Epi","N-G-",14.,25.225,26.482
41,138.36422343045035,45.38157164613456,33.40725879712991,"TE","N-G-",7.,9.7423,13.695
41,140.97085203786037,53.176551971763914,33.398603695675426,"TE","N-G-",9.,9.3979,13.057
41,102.76065347652903,72.61950242241791,35.175063269208195,"TE","N-G-",15.,11.178,16.682
41,69.98124921731262,99.42355465536224,33.62147255812838,"ICM+Epi","N-G+",12.,19.15,101.3
41,34.49675219538428,117.98020620124679,35.80580378770369,"ICM+Epi","N-G+",10.,24.854,32.192
41,47.55203058517676,117.67612038454762,31.107165585600896,"ICM+Epi","N-G+",10.,25.782,41.008
41,56.1695523941546,165.36567651565775,34.12563221785206,"ICM+Epi","N-G-",7.,22.441,26.422
41,75.04948170726946,70.01623116238376,33.69612280817331,"TE","N-G-",12.,10.637,18.673
41,84.45700662273907,73.32038314627326,33.455943742811385,"TE","N-G-",13.,9.9859,14.4
41,136.14305527596625,78.69380202916429,35.51802166434211,"TE","N-G-",11.,10.305,10.285
41,120.64067547611327,91.40978087625423,34.149433746851884,"TE","N-G-",12.,11.431,16.234
41,88.2429152296948,113.65254585871136,35.001961240118526,"ICM+Epi","N-G+",15.,14.379,69.891
41,105.53902188969818,138.0016613763528,35.72574409924972,"TE","N-G-",10.,15.463,25.685
41,124.3502552805094,38.757692551158755,35.318954330888985,"TE","N-G-",12.,11.559,15.429
41,106.68777036822001,43.99464365289699,35.13286964961758,"TE","N-G-",10.,11.761,15.561
41,138.432919352754,57.756381040342525,39.11097065563462,"TE","N-G-",13.,8.3807,12.368
41,68.05776339281093,78.22283984964244,37.773757480916906,"TE","N-G-",14.,11.825,24.357
41,74.61059109255181,110.65989641875755,36.665904494742996,"ICM+Epi","N-G+",12.,17.255,94.809
41,67.58070837681348,136.3328977481258,35.99513413202052,"ICM+Epi","N-G+",14.,14.414,47.823
41,76.1982301857913,155.40872020056983,37.68504269100845,"TE","N-G-",12.,15.494,24.34
41,85.36531937319822,101.25177791917541,38.545143398047756,"ICM+Epi","N-G+",17.,16.51,86.414
